,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,availability_60,availability_90,availability_365,number_of_reviews_ltm,reviews_per_month
15045,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Frecuente,Frecuente,Raro,Disponible,Disponible
15046,Mala,Buena,Disponible,Abundante,Abundante,Escaso,82-101,Comun,Frecuente,Poco disponible,Disponible,Disponible
15047,Mala,Mala,Poco disponible,Frecuente,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
15048,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
15049,Mala,Mala,Disponible,Escaso,Poco disponible,Normal,41-60,Escaso,Abundante,Poco disponible,Poco disponible,Poco disponible
15050,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Escaso,Disponible,Disponible
15051,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Abundante,Frecuente,Abundante,Abundante,Poco disponible
15052,Mala,Mala,Disponible,Abundante,Poco disponible,Normal,41-60,Raro,Raro,Frecuente,Escaso,Abundante
15053,Mala,Mala,Disponible,Abundante,Escaso,Poco disponible,102-122,Frecuente,Frecuente,Abundante,Frecuente,Abundante
15054,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Disponible,Poco disponible,Abundante,Disponible,Disponible
15055,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Frecuente,Disponible,Poco disponible
15056,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,0-19,Disponible,Disponible,Escaso,Disponible,Disponible
15057,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Raro,Común,Poco disponible,Poco disponible
15058,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,0-19,Comun,Raro,Abundante,Poco disponible,Raro
15059,Mala,Mala,Escaso,Abundante,Poco disponible,Disponible,82-101,Disponible,Poco disponible,Abundante,Disponible,Disponible
15060,Mala,Mala,Escaso,Disponible,Poco disponible,Disponible,0-19,Raro,Raro,Escaso,Poco disponible,Escaso
15061,Mala,Mala,Poco disponible,Frecuente,Escaso,Normal,61-81,Escaso,Escaso,Raro,Disponible,Disponible
15062,Mala,Mala,Poco disponible,Poco disponible,Abundante,Poco disponible,41-60,Frecuente,Frecuente,Común,Disponible,Disponible
15063,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,143-163,Raro,Común,Común,Poco disponible,Disponible
15064,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Poco disponible,Raro
15065,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
15066,Mala,Mala,Poco disponible,Disponible,Disponible,Disponible,61-81,Frecuente,Abundante,Disponible,Disponible,Disponible
15067,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Disponible
15068,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
15069,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,102-122,Escaso,Frecuente,Raro,Poco disponible,Raro
15070,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Escaso,Disponible,Disponible
15071,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Abundante,Poco disponible,Disponible
15072,Mala,Mala,Poco disponible,Abundante,Escaso,Poco disponible,41-60,Frecuente,Raro,Escaso,Poco disponible,Disponible
15073,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Disponible,Disponible
15074,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Abundante,Poco disponible,Disponible,Disponible
15075,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
15076,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Escaso,Raro,Escaso
15077,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Raro,Escaso,Disponible,Escaso
15078,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Frecuente,Frecuente,Abundante,Poco disponible,Poco disponible
15079,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Poco disponible,Disponible,Disponible
15080,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Disponible,Disponible
15081,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,41-60,Abundante,Frecuente,Común,Escaso,Abundante
15082,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Poco disponible,Disponible,Disponible
15083,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,143-163,Escaso,Escaso,Poco disponible,Disponible,Disponible
15084,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,102-122,Frecuente,Frecuente,Abundante,Disponible,Poco disponible
15085,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Raro,Escaso
15086,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,41-60,Comun,Común,Común,Disponible,Escaso
15087,Mala,Mala,Disponible,Disponible,Poco disponible,Poco disponible,0-19,Escaso,Abundante,Disponible,Poco disponible,Poco disponible
15088,Mala,Mala,Escaso,Escaso,Abundante,Escaso,41-60,Disponible,Disponible,Frecuente,Disponible,Disponible
15089,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Común,Común,Disponible,Disponible
15090,Mala,Mala,Abundante,Frecuente,Poco disponible,Poco disponible,61-81,Poco disponible,Poco disponible,Escaso,Poco disponible,Escaso
15091,Mala,Mala,Frecuente,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Escaso,Frecuente,Escaso
15092,Mala,Buena,Poco disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
15093,Mala,Buena,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
15094,Mala,Mala,Frecuente,Escaso,Poco disponible,Disponible,61-81,Raro,Raro,Frecuente,Poco disponible,Frecuente
15095,Mala,Mala,Poco disponible,Poco disponible,Escaso,Poco disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Escaso
15096,Mala,Mala,Disponible,Escaso,Escaso,Normal,61-81,Comun,Común,Escaso,Poco disponible,Poco disponible
15097,Mala,Mala,Abundante,Disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Poco disponible,Disponible
15098,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
15099,Mala,Buena,Poco disponible,Escaso,Abundante,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
15100,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Raro,Frecuente,Frecuente,Poco disponible,Abundante
15101,Mala,Mala,Disponible,Escaso,Abundante,Poco disponible,102-122,Comun,Común,Poco disponible,Poco disponible,Disponible
15102,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Raro,Raro,Poco disponible,Disponible,Disponible
15103,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Escaso,Disponible,Disponible
15104,Mala,Mala,Abundante,Abundante,Poco disponible,Escaso,41-60,Poco disponible,Abundante,Abundante,Poco disponible,Frecuente
15105,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Raro,Escaso,Disponible,Disponible
15106,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
15107,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
15108,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
15109,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
15110,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Disponible,Abundante,Abundante,Abundante,Poco disponible
15111,Mala,Mala,Escaso,Poco disponible,Poco disponible,Abundante,20-40,Escaso,Frecuente,Poco disponible,Raro,Frecuente
15112,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Comun,Frecuente,Poco disponible,Poco disponible,Frecuente
15113,Mala,Mala,Raro,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Abundante,Abundante,Poco disponible,Poco disponible
15114,Mala,Mala,Poco disponible,Frecuente,Escaso,Normal,164-183,Disponible,Disponible,Disponible,Raro,Raro
15115,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,82-101,Escaso,Frecuente,Escaso,Poco disponible,Raro
15116,Mala,Buena,Disponible,Poco disponible,Abundante,Disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
15117,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
15118,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,20-40,Frecuente,Raro,Común,Poco disponible,Poco disponible
15119,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,61-81,Disponible,Abundante,Escaso,Poco disponible,Poco disponible
15120,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Raro,Común,Común,Escaso,Escaso
15121,Mala,Mala,Disponible,Abundante,Abundante,Abundante,82-101,Frecuente,Frecuente,Abundante,Frecuente,Escaso
15122,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,61-81,Disponible,Disponible,Disponible,Disponible,Escaso
15123,Mala,Mala,Poco disponible,Frecuente,Abundante,Escaso,61-81,Disponible,Disponible,Frecuente,Disponible,Disponible
15124,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,82-101,Comun,Común,Escaso,Poco disponible,Disponible
15125,Mala,Mala,Poco disponible,Abundante,Escaso,Abundante,82-101,Raro,Raro,Poco disponible,Poco disponible,Poco disponible
15126,Mala,Mala,Raro,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Poco disponible,Poco disponible
15127,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,61-81,Raro,Raro,Escaso,Poco disponible,Poco disponible
15128,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Poco disponible,Poco disponible
15129,Mala,Mala,Escaso,Frecuente,Abundante,Escaso,102-122,Escaso,Abundante,Frecuente,Disponible,Disponible
15130,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Escaso,Frecuente,Abundante,Poco disponible,Disponible
15131,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Poco disponible,Disponible,Poco disponible
15132,Mala,Mala,Poco disponible,Escaso,Poco disponible,Abundante,143-163,Disponible,Disponible,Disponible,Escaso,Abundante
15133,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,0-19,Abundante,Escaso,Común,Poco disponible,Poco disponible
15134,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Abundante,Escaso,Frecuente,Abundante,Poco disponible
15135,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,41-60,Escaso,Abundante,Disponible,Raro,Frecuente
15136,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,0-19,Raro,Raro,Común,Disponible,Disponible
15137,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,123-142,Frecuente,Frecuente,Abundante,Disponible,Disponible
15138,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,61-81,Comun,Común,Escaso,Disponible,Disponible
15139,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,41-60,Raro,Raro,Frecuente,Poco disponible,Escaso
15140,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Raro,Abundante,Abundante,Disponible
15141,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Disponible,Disponible
15142,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Abundante,Escaso,Raro,Poco disponible,Disponible
15143,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,41-60,Raro,Raro,Común,Frecuente,Escaso
15144,Mala,Buena,Poco disponible,Abundante,Abundante,Poco disponible,61-81,Disponible,Disponible,Escaso,Disponible,Escaso
15145,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,20-40,Comun,Común,Poco disponible,Abundante,Poco disponible
15146,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
15147,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Abundante,Escaso,Escaso,Disponible,Poco disponible
15148,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,82-101,Raro,Raro,Común,Disponible,Disponible
15149,Mala,Buena,Escaso,Abundante,Abundante,Poco disponible,61-81,Disponible,Disponible,Poco disponible,Disponible,Disponible
15150,Mala,Mala,Poco disponible,Escaso,Escaso,Escaso,102-122,Raro,Raro,Poco disponible,Disponible,Disponible
15151,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,82-101,Disponible,Abundante,Frecuente,Abundante,Abundante
15152,Mala,Mala,Poco disponible,Escaso,Escaso,Normal,82-101,Comun,Raro,Poco disponible,Disponible,Disponible
15153,Mala,Mala,Poco disponible,Escaso,Abundante,Normal,61-81,Abundante,Escaso,Raro,Disponible,Disponible
15154,Mala,Mala,Disponible,Escaso,Escaso,Escaso,143-163,Frecuente,Raro,Poco disponible,Raro,Raro
15155,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Disponible,Disponible,Disponible,Poco disponible,Disponible
15156,Mala,Buena,Disponible,Disponible,Escaso,Disponible,0-19,Comun,Común,Común,Disponible,Disponible
15157,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,20-40,Raro,Raro,Poco disponible,Escaso,Abundante
15158,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Poco disponible
15159,Mala,Buena,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Poco disponible
15160,Mala,Mala,Disponible,Escaso,Escaso,Normal,143-163,Frecuente,Frecuente,Común,Disponible,Disponible
15161,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,41-60,Raro,Raro,Común,Poco disponible,Poco disponible
15162,Mala,Buena,Disponible,Abundante,Poco disponible,Abundante,82-101,Comun,Común,Poco disponible,Disponible,Disponible
15163,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Raro,Raro,Escaso,Poco disponible,Frecuente
15164,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,61-81,Comun,Común,Poco disponible,Abundante,Poco disponible
15165,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Frecuente,Raro,Abundante,Disponible,Disponible
15166,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Poco disponible
15167,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,41-60,Escaso,Escaso,Abundante,Disponible,Disponible
15168,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Raro,Escaso
15169,Mala,Mala,Poco disponible,Frecuente,Poco disponible,Normal,102-122,Poco disponible,Escaso,Poco disponible,Frecuente,Escaso
15170,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Raro,Escaso,Disponible,Escaso
15171,Mala,Buena,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Poco disponible,Disponible,Disponible
15172,Mala,Mala,Abundante,Poco disponible,Abundante,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
15173,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,0-19,Escaso,Abundante,Escaso,Disponible,Poco disponible
15174,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Frecuente
15175,Mala,Mala,Disponible,Abundante,Abundante,Normal,82-101,Disponible,Disponible,Poco disponible,Disponible,Disponible
15176,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Abundante,41-60,Comun,Común,Común,Disponible,Disponible
15177,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Disponible,Disponible,Disponible,Poco disponible,Disponible
15178,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,82-101,Poco disponible,Poco disponible,Poco disponible,Escaso,Abundante
15179,Mala,Mala,Abundante,Escaso,Escaso,Escaso,41-60,Comun,Común,Escaso,Frecuente,Escaso
15180,Mala,Buena,Abundante,Abundante,Poco disponible,Disponible,20-40,Abundante,Escaso,Frecuente,Poco disponible,Disponible
15181,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Frecuente,Escaso,Abundante,Poco disponible,Abundante
15182,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Escaso,Escaso,Escaso,Raro,Frecuente
15183,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,20-40,Poco disponible,Abundante,Abundante,Raro,Abundante
15184,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Escaso,Frecuente,Escaso,Raro,Escaso
15185,Mala,Mala,Disponible,Escaso,Escaso,Normal,61-81,Comun,Común,Abundante,Disponible,Disponible
15186,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Frecuente,Escaso,Poco disponible,Escaso,Abundante
15187,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Poco disponible,Poco disponible,Frecuente
15188,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Raro,Común,Raro,Abundante
15189,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Abundante,Poco disponible,Disponible,Escaso,Abundante
15190,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Escaso,Escaso,Escaso,Poco disponible,Poco disponible
15191,Mala,Buena,Poco disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Poco disponible,Disponible,Disponible
15192,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,143-163,Disponible,Disponible,Frecuente,Disponible,Disponible
15193,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
15194,Mala,Mala,Disponible,Escaso,Escaso,Escaso,82-101,Comun,Común,Común,Frecuente,Abundante
15195,Mala,Mala,Disponible,Abundante,Abundante,Abundante,102-122,Frecuente,Frecuente,Poco disponible,Disponible,Disponible
15196,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Raro,Raro,Escaso,Poco disponible,Frecuente
