Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.04745115,0.05235233,0.18759045,0.02428106,0.03879914,0.46511628,0.01951220,0.03361345,0.60996548,0.47417968,0.52978671,0.41727201,0.62832349,0.46345266,0.56998932,0.50696041,0.64848227,0.65567028,0.21112765,0.35365564,0.28505939,0.38670272,0.29794503,0.52305895,0.54845265,0.17868251,0.43324086,0.34226480,-1,-1,-1,-1
0.06590208,0.05223881,0.23443545,0.02251203,0.03445876,0.46511628,0.01951220,0.03361345,0.61305557,0.50199410,0.54131777,0.42900901,0.63939313,0.48978786,0.57067756,0.51149272,0.64371534,0.65764552,0.22724885,0.35223977,0.30611751,0.39477426,0.31182009,0.52685345,0.55993659,0.18293550,0.41381542,0.33773051,-1,-1,-1,-1
0.06301045,0.05673643,0.22411247,0.03142864,0.03181128,0.46511628,0.01951220,0.03361345,0.63159955,0.54266630,0.56413783,0.44813294,0.66502302,0.53512521,0.58195610,0.52862104,0.65620139,0.66858179,0.23228649,0.36958689,0.31339937,0.41266337,0.32950230,0.52285394,0.55762434,0.18095132,0.41750733,0.34074000,-1,-1,-1,-1
0.04704868,0.06372776,0.19695299,0.01922614,0.03303088,0.46511628,0.01951220,0.02521008,0.64536628,0.56841120,0.59089512,0.47016024,0.68463027,0.57136682,0.59705819,0.54380435,0.67317261,0.68415869,0.24191642,0.39428008,0.32610751,0.43504971,0.35536786,0.51687574,0.55674155,0.17958851,0.42438693,0.34582544,-1,-1,-1,-1
0.05712773,0.07840232,0.21716273,0.02253443,0.03627612,0.46511628,0.01463415,0.01680672,0.66515296,0.59766077,0.61615091,0.48984010,0.70316132,0.60134959,0.61643777,0.57125457,0.69010834,0.69986445,0.24573422,0.40824173,0.32788561,0.45159883,0.36994996,0.50801080,0.55742212,0.17651732,0.43747239,0.35521127,-1,-1,-1,-1
0.12529734,0.10109783,0.35501607,0.03716798,0.03749239,0.46723044,0.00487805,0.00840336,0.68835857,0.61653739,0.64422872,0.50982832,0.72457062,0.62409606,0.63439296,0.59197710,0.70601330,0.71215055,0.25510012,0.41926311,0.33228617,0.46849235,0.38654945,0.49889874,0.54365605,0.17727702,0.45695898,0.36453388,-1,-1,-1,-1
0.10895965,0.14997623,0.32874398,0.02619342,0.02654871,0.46723044,0.00487805,0.00840336,0.72125217,0.65372256,0.68584776,0.54425153,0.75045054,0.66359310,0.67300368,0.61878461,0.72264038,0.72313111,0.26291442,0.41322961,0.33364193,0.47085055,0.38943876,0.49368066,0.52654114,0.18092681,0.47279204,0.37038192,-1,-1,-1,-1
0.10272835,0.14458301,0.31040094,0.03434385,0.01941103,0.46723044,0.00975610,0.00840336,0.72163551,0.65739207,0.69010989,0.54901556,0.75184947,0.66826575,0.67814098,0.62674760,0.72323992,0.72698899,0.27854843,0.42096561,0.34230400,0.48043716,0.40581069,0.48447051,0.50386944,0.19501124,0.49171419,0.39167830,-1,-1,-1,-1
0.10438153,0.14638219,0.32298820,0.03293972,0.01408737,0.46723044,0.00975610,0.01680672,0.73154850,0.66923379,0.70354977,0.56131507,0.76202478,0.68334223,0.68964937,0.64109353,0.72317092,0.72785641,0.28862116,0.41756299,0.34839659,0.47774864,0.41101858,0.47445047,0.49064408,0.20265712,0.49644497,0.40018659,-1,-1,-1,-1
0.13032579,0.16395161,0.36939279,0.04935909,0.01546295,0.46723044,0.00975610,0.01680672,0.74688596,0.67551552,0.72478058,0.57794105,0.77649072,0.68569539,0.70107381,0.65270647,0.73560887,0.73867509,0.29038043,0.42320760,0.35032478,0.48309038,0.41723359,0.46899904,0.49024236,0.20571623,0.50548918,0.41901185,-1,-1,-1,-1
0.15828679,0.15973250,0.40634414,0.07673603,0.01531857,0.46702664,0.01022634,0.01761681,0.76386650,0.67904461,0.74621449,0.59007420,0.79285185,0.68914893,0.71164878,0.66907163,0.76014716,0.75320759,0.29236102,0.43479687,0.35311477,0.49757567,0.42890623,0.46523603,0.48214264,0.21337240,0.52111161,0.43321607,-1,-1,-1,-1
0.14092498,0.18525677,0.36687253,0.07826764,0.01559653,0.46702664,0.01069659,0.01761681,0.75976513,0.65188063,0.73368288,0.57773887,0.78518185,0.66499708,0.69765362,0.65140756,0.77118733,0.75299050,0.29022964,0.43545150,0.35065851,0.49825483,0.42971816,0.45268761,0.49763815,0.21221364,0.50507169,0.42825281,-1,-1,-1,-1
0.15777831,0.20316550,0.39064142,0.09462262,0.01322737,0.46702664,0.01069659,0.01842689,0.75805483,0.63159547,0.72522467,0.57258333,0.77611578,0.65246326,0.69837161,0.65069736,0.77565171,0.74534083,0.28909281,0.43512840,0.34614702,0.49010282,0.42753416,0.44071871,0.50513301,0.20879401,0.48929279,0.41601484,-1,-1,-1,-1
0.15655371,0.20171892,0.39140037,0.09210384,0.01333203,0.46702664,0.01069659,0.01842689,0.73456951,0.59841638,0.71134381,0.56300667,0.74719370,0.62059330,0.68729484,0.63742490,0.76364180,0.73744940,0.29100160,0.41751208,0.34733974,0.47388116,0.41575435,0.44428197,0.52199900,0.22155865,0.46323251,0.41898492,-1,-1,-1,-1
0.14214554,0.17082841,0.36635458,0.08186504,0.01058685,0.46702664,0.01069659,0.01842689,0.72785566,0.56629620,0.70535661,0.56058162,0.73765295,0.58308660,0.68467666,0.62403214,0.76158442,0.73022420,0.30027833,0.40921468,0.36179634,0.45855365,0.41465349,0.44801486,0.52522301,0.24040789,0.46280717,0.44675620,-1,-1,-1,-1
0.06774266,0.12215803,0.21644060,0.06482545,0.00765112,0.46702664,0.01069659,0.01002353,0.70893644,0.54491463,0.69264518,0.55036152,0.71803680,0.56422451,0.67094825,0.60798368,0.75639973,0.72102515,0.30019496,0.41349365,0.36050554,0.45990128,0.41516970,0.45488970,0.51066946,0.24889116,0.44904885,0.44622075,-1,-1,-1,-1
0.07961543,0.14183095,0.24193278,0.06510896,0.00984249,0.46491247,0.01069659,0.01842689,0.70523843,0.55210694,0.70632290,0.56623339,0.72144551,0.56967384,0.68452013,0.61314557,0.74821159,0.71243460,0.30952795,0.41203200,0.37538179,0.45044155,0.41955667,0.45470079,0.52449851,0.24970529,0.44934151,0.45494575,-1,-1,-1,-1
0.08219012,0.15464526,0.25310543,0.06052458,0.00937615,0.46279831,0.01069659,0.01002353,0.68332577,0.53021317,0.68666845,0.55122506,0.71065165,0.54772758,0.66190148,0.60228036,0.73208480,0.69951750,0.31045870,0.42121072,0.38565945,0.44994555,0.42644484,0.45454050,0.53587360,0.25148699,0.44827190,0.46308431,-1,-1,-1,-1
0.09271509,0.13553050,0.27702970,0.05947601,0.01041016,0.46279831,0.01069659,0.01842689,0.69641312,0.53462283,0.70282901,0.56253445,0.71681325,0.55255877,0.67103763,0.60666310,0.74321422,0.70975593,0.30978728,0.41088629,0.39593193,0.43529552,0.41907898,0.46280920,0.53611009,0.25456661,0.45394216,0.45821022,-1,-1,-1,-1
0.08884297,0.13570696,0.26315326,0.06379087,0.00941432,0.46279831,0.01069659,0.01761681,0.69432578,0.54276060,0.71587711,0.57066367,0.71394232,0.56226361,0.68468263,0.60240476,0.77067283,0.72785679,0.30094425,0.41041348,0.39407345,0.43384735,0.41326642,0.46985194,0.52641557,0.25910686,0.45847600,0.45970090,-1,-1,-1,-1
0.06757614,0.11033199,0.23604018,0.04169749,0.01393822,0.46279831,0.01022634,0.01761681,0.69150893,0.55611098,0.71834432,0.56830349,0.70898926,0.57109754,0.68180437,0.59960339,0.78886950,0.74210701,0.30091616,0.39812257,0.39561850,0.42747587,0.40553723,0.47706880,0.53388548,0.25975217,0.46574089,0.46268888,-1,-1,-1,-1
0.06893221,0.09421842,0.24249683,0.03497527,0.01761732,0.46300211,0.00975610,0.01680672,0.67593553,0.55889741,0.71127637,0.56335795,0.69077021,0.56945860,0.67497751,0.57731796,0.78973033,0.74694305,0.30190715,0.39507116,0.39994948,0.42203907,0.40387131,0.47902503,0.53248509,0.25869213,0.46194682,0.45472332,-1,-1,-1,-1
0.03917110,0.07202270,0.19746075,0.00817600,0.01764780,0.46300211,0.00975610,0.01680672,0.65407972,0.56016250,0.69211023,0.54603988,0.67166327,0.56798138,0.65376750,0.56237987,0.78241337,0.75120781,0.29886792,0.39119173,0.40120409,0.42345528,0.40021448,0.49107816,0.50758667,0.26453313,0.46894623,0.44788228,-1,-1,-1,-1
0.04240524,0.06309291,0.20788851,0.00428239,0.01651542,0.46300211,0.00975610,0.01680672,0.64859456,0.57808668,0.68636900,0.53982247,0.66275954,0.56900840,0.64445340,0.56060154,0.77853665,0.76418098,0.30164952,0.38614318,0.40382801,0.42416604,0.39898725,0.49931639,0.47972104,0.27950524,0.48368054,0.46316154,-1,-1,-1,-1
0.04611891,0.06228787,0.21729386,0.00000000,0.01648898,0.46300211,0.00975610,0.01680672,0.65341368,0.58494899,0.68680065,0.53982158,0.67229617,0.57042129,0.64028052,0.55984340,0.77523095,0.76486077,0.29789602,0.38305033,0.40428005,0.42204125,0.39647447,0.49373711,0.45319922,0.27845897,0.49377734,0.45969965,-1,-1,-1,-1
0.05026309,0.05307605,0.21258744,0.01121402,0.01704463,0.46300211,0.00975610,0.00840336,0.64043752,0.58615595,0.66767062,0.52342311,0.65655460,0.57385295,0.62523465,0.55303661,0.76979889,0.76549578,0.29416915,0.36792301,0.39604930,0.41519871,0.38502633,0.49025936,0.43951065,0.27821728,0.47132213,0.42665527,-1,-1,-1,-1
0.03816025,0.04568004,0.17203563,0.02087758,0.01608125,0.46300211,0.00487805,0.00840336,0.64182789,0.58697824,0.66027803,0.51726026,0.65531675,0.57986908,0.62216807,0.54718941,0.76885484,0.77276650,0.30219196,0.35376968,0.40268447,0.40540588,0.38182426,0.48803581,0.45320087,0.27680631,0.47711676,0.42757739,-1,-1,-1,-1
0.03716691,0.04453607,0.16266023,0.02723528,0.01550399,0.46511628,0.00000000,0.00000000,0.62644341,0.57732072,0.62578371,0.48608397,0.63057261,0.57063468,0.59479849,0.52825404,0.76707183,0.78048316,0.30221283,0.34662426,0.39730072,0.40378203,0.37594855,0.49395711,0.45016461,0.27727088,0.46425468,0.41508507,-1,-1,-1,-1
0.04179396,0.04663287,0.16638674,0.03642961,0.01940414,0.46511628,0.00000000,0.00000000,0.61865437,0.57746229,0.60873806,0.47134247,0.61563844,0.57086332,0.58443193,0.51756427,0.76436959,0.79078489,0.30769781,0.34369316,0.39629294,0.40545456,0.37635786,0.49886711,0.44900584,0.27653427,0.45575445,0.40533175,-1,-1,-1,-1
