Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.05860320,0.04717515,0.13359170,0.01920163,0.00258064,0.50769231,0.01298701,0.01818182,0.49564346,0.50306961,0.70358226,0.64936481,0.54904018,0.56463541,0.61800810,0.56856229,0.52536928,0.63063146,0.35654620,0.40851284,0.43760940,0.49599113,0.44049764,0.50783263,0.62166369,0.30052754,0.31266854,0.27936033,-1,-1,-1,-1
0.03985441,0.08614479,0.09902342,0.02044242,0.00201225,0.51538462,0.01298701,0.03636364,0.51084257,0.51429544,0.70404348,0.63448693,0.58359485,0.56514274,0.57618593,0.55350281,0.54586716,0.64468646,0.30240446,0.37891038,0.40126970,0.46065461,0.40353271,0.45649923,0.59399840,0.33395468,0.29534135,0.25784070,-1,-1,-1,-1
0.03092585,0.08063490,0.08187415,0.02101845,0.00330548,0.52307692,0.01298701,0.03636364,0.54212423,0.53830104,0.70793712,0.62900210,0.60408483,0.58400307,0.56867481,0.56515676,0.58000593,0.66483153,0.28305789,0.36058091,0.38119305,0.45288615,0.39266185,0.41335303,0.57729406,0.35569861,0.29665809,0.26276765,-1,-1,-1,-1
0.04297126,0.07329935,0.10365137,0.01440181,0.00406533,0.53076923,0.01298701,0.01818182,0.54219939,0.51828685,0.66480434,0.58010512,0.60116995,0.56487996,0.52225949,0.52977925,0.58626944,0.66311245,0.22815360,0.31184247,0.30848332,0.41285919,0.33401526,0.38828696,0.57991468,0.34245931,0.29842065,0.26612854,-1,-1,-1,-1
0.00253985,0.04308767,0.03707369,0.00503777,0.00444642,0.53076923,0.01298701,0.01818182,0.48639695,0.48162932,0.60084807,0.52077934,0.53948699,0.54234161,0.47372368,0.51686545,0.55021059,0.63515586,0.19068726,0.20299017,0.25766563,0.30483584,0.24842158,0.35128754,0.56109659,0.36431174,0.27307226,0.21617131,-1,-1,-1,-1
0.01390692,0.04655473,0.05948156,0.00270186,0.00269343,0.52307692,0.01298701,0.03636364,0.44062878,0.41620689,0.53893621,0.46792986,0.50180258,0.47523241,0.42170684,0.49299358,0.51474094,0.61171745,0.16269327,0.11720502,0.20834488,0.19916684,0.16178661,0.37646915,0.52730031,0.38425677,0.26200790,0.18170235,-1,-1,-1,-1
0.04993445,0.04417536,0.12197458,0.00094159,0.00193358,0.51538462,0.01298701,0.03636364,0.48973858,0.41745215,0.55489020,0.48545337,0.52663759,0.49593571,0.45451924,0.50821599,0.52774539,0.64299019,0.18212323,0.11128591,0.24276828,0.19461074,0.15912592,0.44704364,0.50848019,0.40797870,0.29768605,0.22028553,-1,-1,-1,-1
0.05011254,0.03444305,0.12229587,0.00056503,0.00119764,0.50769231,0.01298701,0.01818182,0.48803873,0.38234147,0.55787375,0.48418877,0.52603776,0.48522216,0.45894018,0.46687464,0.53516881,0.65059630,0.20466386,0.10496003,0.29227472,0.19853547,0.16177857,0.52034954,0.47194115,0.43741053,0.32557849,0.23976591,-1,-1,-1,-1
0.04645364,0.05375297,0.11625147,0.00000000,0.00000000,0.50000000,0.00000000,0.00000000,0.51263540,0.40229453,0.59431494,0.51604700,0.55673949,0.51164683,0.48185379,0.51193142,0.56470253,0.67713606,0.25994152,0.12638022,0.36084876,0.23204049,0.19604416,0.59905184,0.42385638,0.51841677,0.35040629,0.26265715,-1,-1,-1,-1
0.04238054,0.03213471,0.09945977,0.00879391,0.01066171,0.50000000,0.00000000,0.00000000,0.53416458,0.40415164,0.56731356,0.47735064,0.55706119,0.51722043,0.44575242,0.49751537,0.58457884,0.69992884,0.30648283,0.15659754,0.41277009,0.26417769,0.21007854,0.73413416,0.40546076,0.56751717,0.34705766,0.26497362,-1,-1,-1,-1
0.02064562,0.02955909,0.06132147,0.01377513,0.01819375,0.50000000,0.00000000,0.00000000,0.53135649,0.39984300,0.53858808,0.43125731,0.53088606,0.52006148,0.41053390,0.45671915,0.62134122,0.72476733,0.33822768,0.17332242,0.44425187,0.29523245,0.22147122,0.81396867,0.39517331,0.60587994,0.34905356,0.27546440,-1,-1,-1,-1
0.01278867,0.01126806,0.04699938,0.01891695,0.02404997,0.50000000,0.00000000,0.00000000,0.48808901,0.42790341,0.52484776,0.42047658,0.50323136,0.52927233,0.39693547,0.47592133,0.63463425,0.72426250,0.36982905,0.17193858,0.47717969,0.27396578,0.23079192,0.82194139,0.39415963,0.59826546,0.33081110,0.25134520,-1,-1,-1,-1
0.02660796,0.00875267,0.06346501,0.03462317,0.03088063,0.50000000,0.00000000,0.00000000,0.45688968,0.43015836,0.51082861,0.41249970,0.48225519,0.52706292,0.38816745,0.48387359,0.62881360,0.71169487,0.39943961,0.18766796,0.50381420,0.26205786,0.25721558,0.78586382,0.39667883,0.57543010,0.31521522,0.22481010,-1,-1,-1,-1
0.04027303,0.00510583,0.09448046,0.03226370,0.02864396,0.50000000,0.00000000,0.00000000,0.46486885,0.46514443,0.53363817,0.44296108,0.49553118,0.56040212,0.42535353,0.51202461,0.63035783,0.69768052,0.43545377,0.22521367,0.55696942,0.26980515,0.30634299,0.74465287,0.40455930,0.54041734,0.31174281,0.21173807,-1,-1,-1,-1
0.03480739,0.01307335,0.08401865,0.03480497,0.02279329,0.50000000,0.00000000,0.00000000,0.45392641,0.44572187,0.56088734,0.49043300,0.51253556,0.55289628,0.47610814,0.53822664,0.61267028,0.66205550,0.43782972,0.24468333,0.57124073,0.26881549,0.34103084,0.65352956,0.40823497,0.50823835,0.31348970,0.21372506,-1,-1,-1,-1
0.02079363,0.01618187,0.05043286,0.03528047,0.02673480,0.50000000,0.00000000,0.00000000,0.45757109,0.45120713,0.57078083,0.51733081,0.52923695,0.55608187,0.51706472,0.55585934,0.59605607,0.63068928,0.45278404,0.25516506,0.60401311,0.26946251,0.38140030,0.56626693,0.40939170,0.47874668,0.31538908,0.21004418,-1,-1,-1,-1
0.01778918,0.02341914,0.04439467,0.02906866,0.03805815,0.50000000,0.00000000,0.00000000,0.47838225,0.42760192,0.58714206,0.53328088,0.54368704,0.52588130,0.53477753,0.55125320,0.60369587,0.62930257,0.45586009,0.23142181,0.61107649,0.25516275,0.38644156,0.49867656,0.40981264,0.51095055,0.31485582,0.21513100,-1,-1,-1,-1
0.01355058,0.01258239,0.03343254,0.03699638,0.03169374,0.50769231,0.01298701,0.01818182,0.47858958,0.42563885,0.61255732,0.55681844,0.54381366,0.51137604,0.54629588,0.55382475,0.60186524,0.62961656,0.44620149,0.24184531,0.58744052,0.28458795,0.39479977,0.47224645,0.40592073,0.54405634,0.31296601,0.22100719,-1,-1,-1,-1
0.02583883,0.01280498,0.05700479,0.03024820,0.03292001,0.50769231,0.02597403,0.01818182,0.46959036,0.40763373,0.61975264,0.55654792,0.53295170,0.48681893,0.52877819,0.53407573,0.60594084,0.64828146,0.43407098,0.24141521,0.56425186,0.30303608,0.39488367,0.45292617,0.39876400,0.56430697,0.30811432,0.21937878,-1,-1,-1,-1
0.02806841,0.01664426,0.07106145,0.02629573,0.02820745,0.51538462,0.03896104,0.01818182,0.46413405,0.42099323,0.64927834,0.57706941,0.54129610,0.49263163,0.52520028,0.52483733,0.63316555,0.71730054,0.47790295,0.26453350,0.61042730,0.33674406,0.43780259,0.45850930,0.42037394,0.58144345,0.31639302,0.25446486,-1,-1,-1,-1
0.03642500,0.03143771,0.09196406,0.02008236,0.01700720,0.51538462,0.05194805,0.00000000,0.42377556,0.40079752,0.67706817,0.58971479,0.50769107,0.47212644,0.51083215,0.51493906,0.63877335,0.74699947,0.48074305,0.25835487,0.60555832,0.34971791,0.44377638,0.44159274,0.41683293,0.58085791,0.30763339,0.24832435,-1,-1,-1,-1
0.02113709,0.04958067,0.06744560,0.00813385,0.02006208,0.51538462,0.03896104,0.01818182,0.36947796,0.37503966,0.66228747,0.56435557,0.44961189,0.45019461,0.48403023,0.48713833,0.62306460,0.75128792,0.47327027,0.27717021,0.58675721,0.37419390,0.44934688,0.44965566,0.41207567,0.54907105,0.29730482,0.23611547,-1,-1,-1,-1
