Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.19505062,0.10993599,0.22743154,0.20240764,0.02527176,0.57777778,0.04054054,0.04166667,0.40714050,0.36667348,0.46723055,0.51559725,0.54515607,0.46038061,0.48800036,0.47513169,0.48578506,0.46538712,0.30561135,0.33539886,0.33741066,0.36400949,0.14475125,0.38916834,0.29995399,0.72235173,0.70309179,0.62029468,-1,1,-1,-1
0.17002876,0.10389513,0.21024231,0.16624817,0.02529517,0.58095238,0.04054054,0.05555556,0.39431444,0.35944585,0.44059582,0.46603481,0.51727784,0.45426250,0.45188175,0.46969615,0.51066208,0.49497296,0.28320531,0.32487793,0.31207218,0.34597522,0.11990516,0.38513419,0.26820871,0.75670447,0.74272773,0.67565261,-1,1,-1,-1
0.21997480,0.19654297,0.36400810,0.10722219,0.02722824,0.58730159,0.05405405,0.06944444,0.36371289,0.37037276,0.42243445,0.41654541,0.48056237,0.46484997,0.40617938,0.45041909,0.54182886,0.52872497,0.26605409,0.32589401,0.28583330,0.34739761,0.11131720,0.37434906,0.25684594,0.76156352,0.77232818,0.69946261,-1,1,-1,-1
0.22079795,0.25167775,0.35436256,0.10936053,0.02658816,0.59365079,0.05405405,0.06944444,0.35508252,0.35569841,0.39391128,0.37106159,0.43247478,0.43041281,0.35076621,0.39760462,0.53608568,0.53594040,0.24221818,0.30650085,0.27341845,0.33132337,0.10271168,0.32124226,0.24458606,0.73815772,0.76799175,0.67792064,-1,1,-1,-1
0.22265007,0.23420281,0.36295576,0.09868424,0.02980404,0.60000000,0.04054054,0.06944444,0.35163774,0.34152498,0.36540753,0.32453180,0.39191760,0.40620267,0.30359731,0.34626495,0.53433438,0.53887650,0.25667278,0.30759535,0.28674939,0.33892637,0.12091978,0.30257231,0.20998514,0.74626786,0.77182960,0.67533259,-1,1,-1,-1
0.18581722,0.19287237,0.32965795,0.05741139,0.02847264,0.60317460,0.02702703,0.05555556,0.35921062,0.32800111,0.36000301,0.30683844,0.39992434,0.37422335,0.28573867,0.30131581,0.54366361,0.55136674,0.28133757,0.27664196,0.32850916,0.31636749,0.12948617,0.26826387,0.21740835,0.73505178,0.80080751,0.68964174,-1,1,-1,-1
0.19277892,0.17440625,0.33854123,0.06607849,0.02533033,0.60634921,0.04054054,0.06944444,0.35155642,0.34813809,0.35120885,0.27999398,0.38542344,0.38490821,0.27252491,0.27930579,0.57670822,0.59076236,0.29400880,0.26941710,0.34116075,0.31017483,0.13751601,0.24878846,0.19656738,0.72653661,0.83842841,0.72420322,-1,1,-1,-1
0.21279444,0.20524670,0.35212630,0.08870273,0.02426850,0.61269841,0.05405405,0.05555556,0.36131405,0.34641060,0.35164061,0.25558859,0.36851281,0.36404359,0.25704963,0.25704746,0.62246944,0.64908755,0.32020971,0.26508712,0.39514989,0.29986459,0.16659632,0.21742158,0.19641239,0.72412293,0.84803993,0.75259976,-1,1,-1,-1
0.25031603,0.20480990,0.42399963,0.09332621,0.01830780,0.62222222,0.05405405,0.04166667,0.38072770,0.39926917,0.38305492,0.27101502,0.38042628,0.39627579,0.27524010,0.28897641,0.66890422,0.70160807,0.32042600,0.28600765,0.39474530,0.31657725,0.19113103,0.19314258,0.20231368,0.73269642,0.82485316,0.74170116,-1,1,-1,-1
0.28349776,0.11326412,0.42061292,0.14774712,0.01949877,0.63809524,0.09459459,0.05555556,0.41476308,0.44315623,0.42151771,0.32100452,0.41301623,0.42299258,0.32169192,0.31447569,0.69392113,0.72726547,0.34403337,0.28765873,0.40627384,0.32204192,0.20962022,0.17992093,0.26314625,0.70955113,0.82392206,0.79296783,-1,1,-1,-1
