,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
66,Manuel,2023-08-03,"Málaga, Spain",within an hour,100%,99%,t,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,t,949657451531557083,529580749,5.0,5.0,36.7173185,-4.4112862,4.0,1.0,2.0,2.0,365,365,2.0,365.0,8,29,47,322,36.0,36.0,4.75,4.81,4.92,4.86,4.81,4.89,4.64,4.0,4.39
67,Victor,2013-08-23,"Andalusia, Spain",within an hour,100%,86%,f,Trafalgar,['phone'],t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$114.00,t,f,47867321,8342062,3.0,4.0,36.71758,-4.43775,6.0,3.0,6.0,6.0,729,729,6.0,729.0,7,9,25,46,24.0,15.0,4.67,4.58,4.54,4.79,4.83,4.67,4.58,2.0,1.03
68,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$280.00,t,t,689742650670873710,80225433,20.0,22.4,36.72238,-4.42471,4.0,1.0,2.0,1.0,1125,1125,1.0,1125.0,30,60,90,365,41.0,27.0,4.73,4.71,4.56,4.83,4.83,4.93,4.61,10.6,1.79
69,Leila,2017-08-05,"Málaga, Spain",within an hour,100%,25%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$103.00,t,f,979814906363322164,144438902,1.0,3.0,36.7,-4.4427406940686565,2.0,1.0,1.0,1.0,365,365,1.0,365.0,28,28,28,205,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.23
70,Laura,2013-01-31,"Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Este,Entire rental unit,Entire home/apt,$94.00,t,t,1534533,4921828,1.0,1.0,36.72278,-4.4,2.0,1.0,1.0,2.0,1125,1125,2.6,1125.0,6,13,13,267,22.5,20.0,4.83,4.76,4.63,4.9,4.78,4.83,4.71,1.0,2.59
71,Priscila,2024-04-20,"Málaga, Spain",within a day,100%,100%,f,Trafalgar,"['email', 'phone']",f,t,"Málaga, Andalusia, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$108.00,t,f,1139170852501266981,573330660,1.0,1.0,36.7,-4.4462208,5.0,2.0,1.0,3.0,365,365,3.0,365.0,9,12,30,119,0.0,0.0,4.83,4.76,4.63,4.9,4.78,4.83,4.71,1.0,2.59
72,Alberto,2018-02-18,"Andalusia, Spain",within an hour,100%,93%,f,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$221.00,t,f,23684885,173942522,10.0,10.0,36.71949,-4.40907,4.0,2.0,2.0,1.0,31,31,2.6,31.0,7,8,27,95,58.0,3.0,4.66,4.83,4.86,4.83,4.74,4.83,4.71,5.0,0.77
73,Marisa,2023-09-26,"Málaga, Spain",within an hour,100%,100%,t,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$277.00,t,f,989298853890796741,539113644,1.0,1.0,36.7211552,-4.4082438,6.0,3.0,3.0,2.0,365,365,2.0,365.0,17,41,71,293,16.0,16.0,4.94,5.0,5.0,5.0,4.93,4.93,4.93,1.0,2.15
74,Francisco Javier,2017-08-13,"Vélez-Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$85.00,t,t,34811272,145773725,2.0,2.0,36.72049,-4.43222,4.0,1.0,2.0,3.0,1125,1125,3.0,1125.0,0,0,0,175,10.0,1.0,5.0,4.9,5.0,4.7,4.9,4.8,4.8,2.0,0.17
75,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$221.00,t,t,53445185,89812313,85.0,88.0,36.71818,-4.40918,3.0,1.0,2.0,2.0,1125,1125,2.0,1125.0,11,25,47,322,16.0,8.0,4.56,4.75,4.63,4.81,4.81,4.94,4.63,10.6,0.52
76,Adrián,2020-07-12,"Málaga, Spain",a few days or more,42%,55%,f,Trafalgar,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$264.00,t,f,1175117720119795164,355908013,3.0,4.0,36.71806419414922,-4.411423547607557,6.0,2.0,3.0,4.0,90,90,4.0,90.0,12,21,48,317,0.0,0.0,4.56,4.75,4.63,4.81,4.81,4.94,4.63,3.0,0.52
77,Alquiler Vacacional,2019-06-28,"Andalusia, Spain",within an hour,94%,98%,f,Trafalgar,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$76.00,t,t,1117204351074342834,272059459,7.0,14.0,36.7251833,-4.4183998,4.0,1.0,1.0,1.0,365,1125,1.0,1125.0,2,3,9,42,15.0,15.0,4.27,4.5,4.21,4.86,4.8,4.71,4.14,7.0,4.64
78,Carmen,2018-12-07,"Andalusia, Spain",within an hour,100%,100%,t,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire condo,Entire home/apt,$68.00,t,t,52623897,229539174,7.0,7.0,36.72012,-4.4,3.0,1.0,2.0,3.0,365,365,3.0,365.0,2,6,15,100,61.0,24.0,4.61,4.62,4.59,4.66,4.75,4.54,4.52,6.0,1.87
79,Miriam,2014-09-20,"Málaga, Spain",within a few hours,100%,73%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire villa,Entire home/apt,$850.00,t,f,50774156,21571675,1.0,1.0,36.73551,-4.4,3.8,1.5,6.0,2.0,365,365,2.0,365.0,21,28,52,327,10.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.29
80,Jose,2015-08-05,"Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$102.00,t,t,1121062266555409019,40575565,5.0,5.0,36.7,-4.4,2.0,1.0,1.0,3.0,365,364,3.2,364.0,6,13,17,280,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.44
81,Inma,2015-09-27,"Málaga, Spain",within a few hours,80%,89%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Campanillas,Entire home,Entire home/apt,$264.00,t,f,917834953180520149,45221462,2.0,2.0,36.7253542,-4.4,9.0,1.5,0.0,4.0,365,365,3.0,365.0,10,11,32,307,2.0,2.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,1.0,2.0
82,Matilde,2015-09-28,"Andalusia, Spain",within an hour,100%,79%,t,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$81.00,t,f,54240622,45306313,4.0,5.0,36.73301,-4.42164,2.0,1.0,1.0,1.0,60,60,1.0,60.0,14,22,27,293,26.0,4.0,4.77,4.73,4.96,4.77,4.88,4.35,4.65,4.0,0.91
83,Pavlina,2021-05-04,"Andalusia, Spain",within a few hours,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in condo,Private room,$30.00,t,t,49586133,399983594,2.0,2.0,36.7,-4.43632,1.0,1.0,1.0,2.0,60,1125,2.6,1125.0,0,0,0,272,2.0,0.0,4.5,5.0,5.0,5.0,4.8,5.0,4.0,2.0,0.09
84,Francisco Javier,2023-04-06,"Málaga, Spain",within a few hours,100%,100%,f,Trafalgar,['phone'],t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Private room in bed and breakfast,Private room,$60.00,t,f,863648319723507428,508826705,1.0,1.0,36.7,-4.42252,2.0,1.0,1.0,1.0,365,365,1.0,365.0,29,59,89,364,2.0,0.0,4.7,4.8,4.8,4.8,4.8,4.8,4.7,1.0,0.14
85,Paqui,2016-07-17,"Jaén, Spain",within an hour,100%,100%,t,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$121.00,t,t,806491225145420408,84259351,4.0,4.0,36.71768,-4.41112,4.0,1.0,4.0,4.0,365,1125,3.9,1125.0,1,4,4,138,13.0,9.0,4.85,5.0,4.92,5.0,4.92,5.0,4.92,1.0,0.82
86,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$185.00,t,t,23253864,2477923,108.0,132.0,36.72108,-4.40974,2.0,1.0,1.0,1.0,1125,1125,2.6,1125.0,21,45,69,341,3.0,1.0,4.33,4.33,4.67,4.33,4.33,4.67,4.67,10.6,0.04
87,Angela,2022-02-19,"Andalucía, Spain",within a day,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire condo,Entire home/apt,$95.00,t,f,573740983992372502,445800225,1.0,3.0,36.717064,-4.411498,2.0,0.0,4.0,5.0,30,30,5.0,30.0,1,1,1,152,37.0,13.0,4.97,5.0,5.0,5.0,5.0,5.0,4.89,1.0,1.38
88,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$253.00,t,t,51677450,126429738,74.0,75.0,36.71088,-4.42699,4.0,2.0,3.0,1.0,1125,1125,4.1,1125.0,5,13,27,209,14.0,6.0,4.86,4.64,4.79,4.86,4.79,4.43,4.5,10.6,0.41
89,Elizabeth,2024-04-15,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,['phone'],t,t,"Málaga, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$76.00,t,f,1136996875043906139,572389355,2.0,2.0,36.71677848636667,-4.444693510369414,5.0,3.0,0.0,5.0,365,365,5.0,365.0,3,33,36,36,0.0,0.0,4.86,4.64,4.79,4.86,4.79,4.43,4.5,1.0,0.41
90,Mykola,2023-08-21,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",f,t,"Málaga, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$89.00,t,f,963127745283910650,533142150,1.0,1.0,36.7,-4.439693403689519,4.0,1.0,2.0,1.0,1125,1125,1.0,1125.0,1,3,13,251,53.0,9.1,4.89,4.96,4.92,4.79,4.88,4.63,4.92,1.0,1.3
91,Paula,2018-04-07,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$130.00,t,t,924610580098855355,182896019,1.0,1.0,36.7,-4.4423457,4.0,3.0,3.0,5.0,365,365,4.8,365.0,11,21,21,21,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.09
92,Silvia,2016-03-05,"Málaga, Spain",a few days or more,0%,0%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Private room in casa particular,Private room,$72.00,t,f,37874750,61711841,1.0,1.0,36.72591,-4.42668,3.0,1.0,2.0,1.0,365,365,1.0,365.0,17,33,63,338,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.09
93,Pedro,2017-01-17,"Málaga, Spain",within an hour,92%,68%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire loft,Entire home/apt,$69.00,t,f,53883996,111975730,7.0,7.0,36.72588,-4.43066,3.0,0.0,2.0,2.0,365,365,2.0,365.0,2,19,42,317,41.0,30.0,4.54,4.73,4.41,4.9,4.83,4.51,4.44,4.0,1.39
94,Carolina,2014-12-05,"Málaga, Spain",within a few hours,99%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$28.00,t,f,798602648821584990,24525026,39.0,44.0,36.7088107735691,-4.432188123464584,1.0,1.0,1.0,1.0,365,365,1.0,365.0,2,12,29,291,22.5,9.1,4.6,4.69,4.62,4.72,4.77,4.74,4.72,39.0,1.3
95,Maria José,2018-07-05,"Andalusia, Spain",within a few hours,100%,40%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$185.00,t,f,47813038,200181248,12.0,12.0,36.71499,-4.43646,3.0,1.0,2.0,1.0,35,35,1.0,35.0,30,60,90,365,8.0,0.0,4.7,4.8,4.8,4.8,4.8,4.8,4.7,11.0,0.24
96,Sergio,2018-02-27,"Andalusia, Spain",within an hour,100%,92%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$139.00,t,t,43873590,175668869,3.0,3.0,36.7,-4.44115,6.0,3.0,5.0,5.0,60,60,5.0,60.0,8,22,25,264,3.0,1.0,4.7,4.8,4.8,4.8,4.8,5.0,4.7,1.0,0.13
97,Luisa,2014-06-19,"Benalmádena, Spain",within an hour,100%,99%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$110.00,t,t,569237001005836026,16981595,2.0,4.0,36.72667,-4.4251,4.0,1.0,2.0,1.0,365,365,1.3,365.0,23,46,76,170,20.0,14.0,4.75,4.8,4.75,4.8,4.65,4.6,4.6,2.0,0.73
98,Pancho,2014-10-10,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$110.00,t,t,688839237137388158,22358804,2.0,2.0,36.72035,-4.41737,4.0,1.0,2.0,2.0,30,30,2.0,30.0,3,19,24,24,105.0,9.1,4.4,4.49,4.2,4.72,4.68,4.89,4.52,2.0,4.71
99,Javier,2023-06-02,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$99.00,t,t,927537298550479176,517907328,5.0,6.0,36.7,-4.437211230397224,5.0,2.0,2.0,1.0,365,365,1.0,365.0,3,21,47,224,4.0,4.0,4.0,4.8,4.8,4.75,4.8,4.8,4.0,5.0,0.35
100,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$207.00,t,t,45023145,89812313,85.0,88.0,36.72599,-4.42451,5.0,3.0,4.0,3.0,1125,1125,2.0,1125.0,12,22,43,312,9.0,3.0,4.78,4.78,4.56,4.89,4.89,4.56,4.67,10.6,0.29
101,Esther,2019-09-30,"Andalusia, Spain",within an hour,100%,100%,t,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$128.00,t,f,49680020,299018801,4.0,4.0,36.72472,-4.41683,4.0,2.0,2.0,4.0,45,1125,4.0,1125.0,5,27,57,58,22.5,9.1,4.92,4.92,4.88,4.94,4.98,4.97,4.82,4.0,4.2
102,Jose Carlos,2022-05-18,"Andalusia, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t,904126879528990022,459701892,2.0,2.0,36.7263705,-4.4149664,5.0,2.0,3.0,3.0,365,365,3.0,365.0,9,10,10,61,95.0,9.1,4.95,4.99,4.98,4.95,4.96,4.81,4.93,2.0,1.3
103,Teatro Suites,2018-06-25,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f,557707432063453627,197972732,12.0,12.0,36.727612,-4.422061,2.0,1.0,2.0,2.0,91,91,2.2,91.0,2,7,21,116,14.0,1.0,4.64,4.71,4.79,4.86,4.93,4.79,4.71,12.0,0.5
104,Leandro,2014-09-19,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$122.00,t,t,664853001254547819,21521353,56.0,59.0,36.72245,-4.42407,4.0,1.0,2.0,3.0,365,365,3.8,365.0,1,11,13,245,51.0,26.0,4.49,4.69,4.55,4.75,4.88,4.71,4.43,41.0,2.12
105,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$84.00,t,t,54401877,22371898,43.0,46.0,36.72188,-4.41971,2.0,1.0,1.0,2.0,15,1125,2.0,1125.0,9,19,49,50,96.0,9.1,4.79,4.91,4.77,4.91,4.98,4.95,4.8,34.0,1.3
106,Maria Del Mar,2013-01-17,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$106.00,t,t,13599747,4739907,9.0,9.0,36.7207,-4.41865,4.0,1.0,3.0,1.0,1000,364,1.0,364.0,3,12,12,12,22.5,9.1,4.42,4.54,4.6,4.74,4.82,4.91,4.39,8.0,3.19
107,Carolina,2014-12-05,"Málaga, Spain",within a few hours,99%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$30.00,t,f,1108440073994577066,24525026,39.0,44.0,36.7282876,-4.4131653,2.0,1.0,1.0,1.0,365,365,1.0,365.0,1,2,15,151,14.0,14.0,4.14,4.8,4.46,4.54,4.69,4.77,4.46,39.0,3.89
108,Holidu,2023-05-05,"Madrid, Spain",within an hour,100%,99%,f,Urbanización Costabella,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$81.00,t,t,924059348587432729,513244554,20.0,22.4,36.7236498,-4.423062,2.0,0.0,1.0,1.0,365,365,1.0,107.0,30,60,90,365,26.0,10.0,4.69,4.85,4.88,4.77,4.69,4.69,4.65,3.0,1.32
109,Leandro,2014-09-19,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Costabella,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,t,938777382010951286,21521353,56.0,59.0,36.7230949,-4.421177999999999,2.0,0.0,2.0,3.0,365,365,3.7,365.0,14,44,70,340,12.0,12.0,4.25,4.5,4.25,4.67,4.83,4.67,4.58,41.0,1.12
110,Homeabout,2014-07-01,"Madrid, Spain",within an hour,98%,99%,f,La Latina,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$126.00,t,f,50883846,17499500,104.0,113.0,36.71936,-4.42156,4.0,1.0,2.0,1.0,1125,1125,4.5,1125.0,19,38,68,343,62.0,7.0,4.48,4.55,4.5,4.47,4.4,4.94,4.61,10.6,1.71
111,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,99%,t,La Latina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$483.00,t,t,622409594808278211,278821830,20.0,22.4,36.719929,-4.423293,6.0,3.0,3.0,1.0,60,60,3.6,60.0,9,35,61,328,109.0,9.1,4.94,4.96,4.94,4.9,4.96,5.0,4.94,10.6,4.21
112,Málaga De Vacaciones,2012-08-18,"Málaga, Spain",within an hour,97%,99%,f,La Latina,"['email', 'phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$126.00,t,t,19689070,3298879,49.0,56.0,36.72615,-4.41387,2.0,0.0,1.0,1.0,1125,1125,2.6,634.2,30,54,84,178,39.0,2.0,4.67,4.72,4.64,4.87,4.87,4.82,4.55,39.0,0.46
113,Ana,2019-05-29,"Málaga, Spain",within an hour,97%,96%,f,La Latina,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$110.00,t,f,930263394719272649,264904966,3.0,3.0,36.71913,-4.42303,4.0,2.0,0.0,2.0,1125,1125,2.0,1125.0,23,33,63,241,33.0,33.0,4.45,4.72,4.5,4.5,4.53,4.91,4.41,3.0,2.89
114,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$305.00,t,t,544879148237956154,2477923,108.0,132.0,36.717407,-4.422022,6.0,2.0,3.0,1.0,1125,1125,2.6,1125.0,14,29,59,320,0.0,0.0,4.45,4.72,4.5,4.5,4.53,4.91,4.41,10.6,2.89
115,Esther,2023-02-12,"Andalucía, Spain",within an hour,100%,100%,f,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$109.00,t,t,850789788658917356,500802995,1.0,2.0,36.72215991670529,-4.418212473392487,4.0,1.0,0.0,2.0,30,1125,2.0,1125.0,15,30,32,61,72.0,9.1,4.72,4.77,4.8,4.83,4.82,4.82,4.75,1.0,4.73
116,Malaga,2014-11-03,"Andalusia, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$175.00,t,t,43591642,23300642,25.0,42.0,36.72065,-4.42059,3.0,1.0,2.0,2.0,1125,999,1.9,999.0,4,18,25,168,5.0,0.0,4.0,4.8,4.6,4.8,4.8,5.0,4.7,25.0,0.1
117,Hgh Prime,2019-12-07,"Andalusia, Spain",within an hour,89%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$88.00,t,t,43994707,315205730,9.0,12.0,36.72258,-4.42142,2.0,1.0,2.0,1.0,365,999,3.7,999.0,0,1,3,210,4.0,0.0,4.75,4.75,4.75,4.75,5.0,5.0,4.75,9.0,0.11
118,Centric,2018-05-27,"Andalusia, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$106.00,t,t,1175427892750018465,191939936,12.0,12.0,36.72305751707755,-4.42644661273903,3.0,1.0,2.0,2.0,365,182,2.0,182.0,7,19,49,140,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0
119,Jazmin,2018-03-11,"Andalusia, Spain",within an hour,100%,87%,f,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$75.00,t,f,734667357605231160,177866002,10.0,10.0,36.7210145,-4.424631199999999,4.0,1.0,2.0,1.0,90,90,1.0,90.0,1,29,59,93,42.0,35.0,4.6,4.71,4.71,4.83,4.74,4.86,4.5,10.0,2.14
120,Jose Maria,2023-07-28,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,['phone'],f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$143.00,t,t,945373675550457751,528375695,1.0,1.0,36.72489853870513,-4.42338018669513,4.0,1.0,2.0,3.0,365,365,3.0,365.0,10,29,59,240,0.0,0.0,4.6,4.71,4.71,4.83,4.74,4.86,4.5,1.0,2.14
121,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire vacation home,Entire home/apt,$334.00,t,t,554081845030396051,94173177,20.0,22.4,36.7,-4.43983,6.0,2.0,4.0,1.0,365,999,1.5,999.0,5,9,20,293,27.0,9.0,4.56,4.67,4.7,4.41,4.7,4.78,4.59,10.6,0.98
122,Malaga,2019-04-03,"Málaga, Spain",within an hour,94%,99%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$38.00,t,t,52188391,252959314,74.0,77.0,36.72305,-4.41778,2.0,1.0,2.0,1.0,1125,1125,1.0,1125.0,2,2,2,2,63.0,29.0,4.25,4.38,4.3,4.76,4.62,4.73,4.33,41.0,1.86
123,Emilia Y Pepe,2013-01-25,"Málaga, Spain",within an hour,82%,71%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$251.00,t,f,33072050,4841998,7.0,8.0,36.7,-4.44309,3.8,1.5,2.3,1.0,1125,1125,1.0,1125.0,8,21,22,36,18.0,9.0,4.56,4.67,4.39,4.72,4.56,4.5,4.56,4.0,0.3
124,Patricia,2016-02-07,"Málaga, Spain",within an hour,100%,87%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$702.00,t,t,26516802,57756025,8.0,11.0,36.71494,-4.42321,8.0,3.0,4.0,3.0,1125,365,2.8,365.0,5,12,16,108,103.0,4.0,4.61,4.8,4.56,4.62,4.64,4.82,4.62,6.0,1.42
125,July,2014-06-27,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$94.00,t,t,51455692,17330820,1.0,3.0,36.73000372138959,-4.425175842611085,3.0,2.0,2.0,1.0,365,999,2.6,999.0,15,33,63,338,3.0,2.0,4.33,4.67,4.67,4.67,4.8,4.67,4.33,1.0,0.25
126,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$84.00,t,t,18156753,8544512,73.0,90.0,36.72612,-4.43579,4.0,2.0,4.0,1.0,365,999,4.7,999.0,1,1,28,295,69.0,3.0,4.43,4.67,4.71,4.81,4.78,4.35,4.41,10.6,0.79
127,Antonio.,2016-08-13,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t,22926369,89705945,61.0,86.0,36.73308,-4.41454,6.0,2.0,6.0,2.0,1125,1125,2.0,987.3,24,52,82,82,22.5,14.0,4.34,4.4,4.44,4.54,4.63,4.26,4.31,60.0,1.6
128,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$486.00,t,t,51157140,94173177,20.0,22.4,36.71573,-4.42352,3.8,1.5,2.3,1.0,365,999,1.5,999.0,15,34,52,293,98.0,41.0,4.63,4.7,4.88,4.8,4.59,4.77,4.62,10.6,3.02
