,host_response_rate,review_scores_cleanliness,price,number_of_reviews,number_of_reviews,review_scores_communication
19556,1.0,4.5,1080.0,2.0,2.0,5.0
19557,1.0,4.64,629.0,28.0,28.0,5.0
19558,1.0,4.64,222.0,0.0,0.0,5.0
19559,1.0,4.67,293.0,12.0,12.0,4.92
19560,1.0,4.67,356.9,0.0,0.0,4.92
19561,1.0,4.97,417.0,31.0,31.0,4.94
19562,1.0,4.83,356.9,12.0,12.0,4.92
19563,1.0,4.92,209.0,24.0,24.0,5.0
19564,1.0,4.9,319.0,8.0,8.0,5.0
19565,1.0,4.33,420.0,3.0,3.0,5.0
19566,1.0,4.33,980.0,0.0,0.0,5.0
19567,1.0,5.0,664.0,3.0,3.0,5.0
19568,1.0,5.0,800.0,3.0,3.0,5.0
19569,1.0,5.0,1000.0,0.0,0.0,5.0
19570,1.0,4.8,264.0,40.0,40.0,4.93
19571,1.0,5.0,400.0,9.0,9.0,5.0
19572,1.0,4.9,750.0,1.0,1.0,5.0
19573,1.0,5.0,750.0,2.0,2.0,5.0
19574,1.0,5.0,238.0,0.0,0.0,5.0
19575,1.0,5.0,990.0,1.0,1.0,5.0
19576,1.0,4.95,317.0,21.0,21.0,4.9
19577,1.0,4.76,735.0,10.0,10.0,4.93
19578,1.0,5.0,356.9,3.0,3.0,5.0
19579,1.0,5.0,160.0,2.0,2.0,5.0
19580,1.0,5.0,600.0,10.0,10.0,5.0
19581,1.0,4.81,356.9,16.0,16.0,4.88
19582,1.0,4.81,600.0,0.0,0.0,4.88
19583,1.0,4.62,143.0,13.0,13.0,5.0
19584,1.0,4.33,356.9,3.0,3.0,5.0
19585,1.0,5.0,280.0,2.0,2.0,5.0
19586,1.0,4.66,164.0,38.0,38.0,4.87
19587,1.0,4.89,134.0,9.0,9.0,5.0
19588,1.0,5.0,400.0,3.0,3.0,5.0
19589,1.0,5.0,356.9,1.0,1.0,5.0
19590,1.0,5.0,301.0,9.0,9.0,4.89
19591,1.0,5.0,950.0,0.0,0.0,4.89
19592,1.0,4.9,222.0,10.0,10.0,4.94
19593,1.0,4.95,222.0,20.0,20.0,4.95
19594,1.0,4.95,480.0,0.0,0.0,4.95
19595,1.0,4.67,279.0,3.0,3.0,5.0
19596,1.0,4.94,170.0,18.0,18.0,4.94
19597,1.0,5.0,405.0,1.0,1.0,5.0
19598,1.0,4.94,210.0,18.0,18.0,5.0
19599,1.0,4.94,400.0,0.0,0.0,5.0
19600,1.0,5.0,200.0,1.0,1.0,5.0
19601,1.0,5.0,800.0,0.0,0.0,5.0
19602,1.0,4.98,150.0,51.0,51.0,4.98
19603,1.0,4.9,150.0,2.0,2.0,5.0
19604,1.0,4.78,287.0,32.0,32.0,4.97
19605,1.0,4.78,356.9,0.0,0.0,4.97
19606,1.0,4.78,356.9,0.0,0.0,4.97
19607,1.0,5.0,356.9,1.0,1.0,5.0
19608,1.0,4.88,314.0,16.0,16.0,4.94
19609,0.9,5.0,140.0,32.0,32.0,5.0
19610,0.9,5.0,150.0,1.0,1.0,5.0
19611,1.0,4.83,180.0,6.0,6.0,4.83
19612,1.0,5.0,500.0,10.0,10.0,5.0
19613,1.0,5.0,484.0,42.0,42.0,5.0
19614,1.0,4.9,220.0,2.0,2.0,5.0
19615,0.91,4.82,275.0,34.0,34.0,4.94
19616,1.0,4.82,780.0,0.0,0.0,4.94
19617,0.93,5.0,121.0,13.0,13.0,4.77
19618,1.0,4.91,298.0,22.0,22.0,5.0
19619,1.0,4.9,354.0,4.0,4.0,5.0
19620,1.0,4.83,225.0,6.0,6.0,5.0
19621,1.0,4.98,501.0,42.0,42.0,4.93
19622,1.0,4.75,571.0,24.0,24.0,4.88
19623,0.98,5.0,161.0,1.0,1.0,5.0
19624,1.0,4.5,1099.0,2.0,2.0,5.0
19625,1.0,4.67,713.0,3.0,3.0,5.0
19626,1.0,4.98,200.0,57.0,57.0,5.0
19627,1.0,5.0,750.0,1.0,1.0,5.0
19628,1.0,5.0,356.9,0.0,0.0,5.0
19629,1.0,4.71,356.9,17.0,17.0,4.82
19630,1.0,4.71,499.0,14.0,14.0,4.79
19631,1.0,5.0,389.0,1.0,1.0,5.0
19632,0.9,4.38,136.0,8.0,8.0,5.0
19633,1.0,4.9,310.0,1.0,1.0,5.0
19634,1.0,4.59,721.0,22.0,22.0,5.0
19635,1.0,4.9,78.0,2.0,2.0,5.0
19636,1.0,4.92,160.0,25.0,25.0,5.0
19637,1.0,4.91,240.0,46.0,46.0,4.96
19638,1.0,4.89,220.0,38.0,38.0,4.97
19639,0.9,5.0,920.0,2.0,2.0,5.0
19640,0.9,4.86,356.9,7.0,7.0,4.86
19641,1.0,5.0,356.9,2.0,2.0,5.0
19642,1.0,5.0,362.0,2.0,2.0,5.0
19643,0.88,5.0,196.0,28.0,28.0,5.0
19644,1.0,5.0,261.0,14.0,14.0,5.0
19645,1.0,4.9,163.0,10.0,10.0,5.0
19646,1.0,4.9,356.9,0.0,0.0,5.0
19647,1.0,4.58,190.0,19.0,19.0,4.74
19648,1.0,4.58,300.0,0.0,0.0,4.74
19649,1.0,5.0,343.0,18.0,18.0,5.0
19650,1.0,5.0,390.0,0.0,0.0,5.0
19651,1.0,4.95,436.0,21.0,21.0,5.0
19652,1.0,5.0,203.0,20.0,20.0,5.0
19653,1.0,5.0,335.0,0.0,0.0,5.0
19654,1.0,4.71,373.0,7.0,7.0,4.86
19655,1.0,4.71,550.0,0.0,0.0,4.86
19656,1.0,4.53,350.0,15.0,15.0,4.93
19657,1.0,4.53,356.9,0.0,0.0,4.93
19658,1.0,4.53,149.0,0.0,0.0,4.93
19659,1.0,5.0,390.0,4.0,4.0,5.0
19660,0.9,5.0,116.0,1.0,1.0,5.0
19661,1.0,5.0,455.0,2.0,2.0,5.0
19662,0.9,5.0,356.9,1.0,1.0,5.0
19663,0.9,5.0,257.0,4.0,4.0,5.0
19664,1.0,5.0,340.0,1.0,1.0,5.0
19665,1.0,4.63,90.0,10.0,10.0,4.85
19666,1.0,4.9,400.0,1.0,1.0,5.0
19667,1.0,4.73,356.9,15.0,15.0,5.0
19668,1.0,4.79,123.0,10.0,10.0,4.92
19669,1.0,4.67,236.0,15.0,15.0,4.87
19670,1.0,5.0,267.0,10.0,10.0,5.0
19671,1.0,4.78,104.0,40.0,40.0,4.9
19672,1.0,5.0,750.0,5.0,5.0,4.8
19673,1.0,4.9,80.0,10.0,10.0,5.0
19674,1.0,5.0,450.0,1.0,1.0,5.0
19675,1.0,4.9,191.0,30.0,30.0,5.0
19676,1.0,4.9,1100.0,1.0,1.0,5.0
19677,1.0,4.9,341.0,0.0,0.0,5.0
19678,1.0,4.9,599.0,0.0,0.0,5.0
19679,1.0,4.71,57.0,7.0,7.0,5.0
19680,1.0,5.0,112.0,1.0,1.0,5.0
19681,1.0,5.0,175.0,0.0,0.0,5.0
19682,1.0,5.0,227.0,0.0,0.0,5.0
19683,1.0,5.0,277.0,0.0,0.0,5.0
19684,1.0,5.0,170.0,1.0,1.0,5.0
19685,1.0,5.0,398.0,0.0,0.0,5.0
19686,1.0,4.89,400.0,9.0,9.0,5.0
19687,1.0,5.0,471.0,21.0,21.0,4.95
19688,1.0,4.67,221.0,3.0,3.0,5.0
19689,0.9,4.91,736.0,33.0,33.0,4.97
19690,1.0,4.86,356.9,14.0,14.0,5.0
19691,1.0,5.0,300.0,1.0,1.0,5.0
19692,1.0,5.0,192.0,7.0,7.0,5.0
19693,1.0,5.0,184.0,27.0,27.0,5.0
19694,1.0,4.75,620.0,8.0,8.0,4.75
19695,0.91,5.0,469.0,1.0,1.0,5.0
19696,0.91,5.0,277.0,0.0,0.0,5.0
19697,0.91,5.0,1000.0,2.0,2.0,5.0
19698,0.92,4.9,184.0,4.0,4.0,5.0
19699,1.0,5.0,258.0,8.0,8.0,5.0
19700,1.0,5.0,250.0,0.0,0.0,5.0
19701,1.0,5.0,250.0,2.0,2.0,5.0
19702,1.0,5.0,226.0,4.0,4.0,5.0
19703,1.0,4.93,215.0,10.0,10.0,4.99
19704,1.0,4.82,313.0,11.0,11.0,5.0
19705,1.0,4.82,479.0,0.0,0.0,5.0
19706,1.0,4.82,170.0,0.0,0.0,5.0
19707,1.0,5.0,384.0,1.0,1.0,5.0
19708,1.0,4.98,268.0,10.0,10.0,4.98
19709,1.0,4.82,154.0,17.0,17.0,5.0
19710,1.0,5.0,260.0,6.0,6.0,5.0
19711,1.0,4.75,120.0,4.0,4.0,5.0
19712,1.0,4.75,356.9,0.0,0.0,5.0
19713,1.0,4.83,473.0,18.0,18.0,5.0
19714,0.96,4.67,186.0,3.0,3.0,5.0
19715,0.96,4.67,800.0,0.0,0.0,5.0
19716,0.96,5.0,729.0,1.0,1.0,5.0
19717,1.0,4.89,430.0,18.0,18.0,5.0
19718,1.0,4.89,356.9,0.0,0.0,5.0
19719,1.0,4.89,317.0,19.0,19.0,5.0
19720,1.0,4.98,1071.0,54.0,54.0,4.96
19721,1.0,4.88,450.0,8.0,8.0,4.88
19722,1.0,4.88,450.0,0.0,0.0,4.88
19723,1.0,4.75,143.0,10.0,10.0,4.94
19724,1.0,4.75,1050.0,0.0,0.0,4.94
19725,1.0,4.93,500.0,41.0,41.0,5.0
19726,1.0,4.93,356.9,14.0,14.0,5.0
19727,1.0,4.96,258.0,50.0,50.0,4.94
19728,0.96,4.9,76.0,24.0,24.0,5.0
19729,1.0,4.9,400.0,0.0,0.0,5.0
19730,0.99,4.64,582.0,11.0,11.0,4.91
19731,0.96,4.33,1100.0,3.0,3.0,5.0
19732,1.0,5.0,356.9,4.0,4.0,5.0
19733,1.0,5.0,250.0,0.0,0.0,5.0
19734,1.0,5.0,349.0,13.0,13.0,5.0
19735,1.0,5.0,180.0,1.0,1.0,5.0
19736,1.0,5.0,260.0,1.0,1.0,5.0
19737,1.0,5.0,1050.0,0.0,0.0,5.0
19738,1.0,4.9,397.0,1.0,1.0,5.0
19739,1.0,4.69,263.0,29.0,29.0,4.9
19740,1.0,4.86,318.0,21.0,21.0,4.95
19741,1.0,5.0,160.0,4.0,4.0,5.0
19742,1.0,4.92,144.0,12.0,12.0,4.92
19743,1.0,5.0,265.0,3.0,3.0,5.0
19744,1.0,4.94,112.0,10.0,10.0,4.95
19745,1.0,4.94,400.0,0.0,0.0,4.95
19746,1.0,5.0,300.0,1.0,1.0,5.0
19747,1.0,5.0,850.0,0.0,0.0,5.0
19748,1.0,5.0,617.0,11.0,11.0,5.0
19749,1.0,4.95,300.0,21.0,21.0,5.0
19750,1.0,4.96,293.0,49.0,49.0,5.0
19751,1.0,4.95,249.0,44.0,44.0,4.98
19752,1.0,4.95,356.9,0.0,0.0,4.98
19753,1.0,5.0,356.9,2.0,2.0,5.0
19754,1.0,4.8,140.0,30.0,30.0,4.87
19755,1.0,4.9,220.0,5.0,5.0,5.0
19756,1.0,4.8,373.0,5.0,5.0,5.0
19757,1.0,5.0,600.0,10.0,10.0,5.0
19758,0.9,4.88,700.0,25.0,25.0,4.96
19759,0.9,4.88,400.0,0.0,0.0,4.96
19760,1.0,5.0,250.0,3.0,3.0,5.0
19761,1.0,4.9,271.0,3.0,3.0,5.0
19762,1.0,4.9,400.0,5.0,5.0,5.0
19763,1.0,5.0,400.0,1.0,1.0,5.0
19764,1.0,4.93,634.0,46.0,46.0,5.0
19765,0.9,4.93,300.0,0.0,0.0,5.0
19766,0.9,4.93,500.0,0.0,0.0,5.0
19767,1.0,4.86,356.9,7.0,7.0,5.0
19768,1.0,5.0,228.0,4.0,4.0,5.0
19769,1.0,5.0,280.0,2.0,2.0,5.0
19770,1.0,5.0,189.0,0.0,0.0,5.0
19771,1.0,5.0,356.9,2.0,2.0,5.0
19772,1.0,4.9,260.0,2.0,2.0,5.0
19773,1.0,4.9,250.0,0.0,0.0,5.0
19774,1.0,4.33,250.0,9.0,9.0,5.0
19775,1.0,4.8,700.0,5.0,5.0,4.8
19776,1.0,4.9,300.0,2.0,2.0,5.0
19777,1.0,4.9,650.0,1.0,1.0,5.0
19778,1.0,4.9,400.0,0.0,0.0,5.0
19779,1.0,5.0,550.0,3.0,3.0,5.0
19780,1.0,5.0,457.0,0.0,0.0,5.0
19781,1.0,5.0,420.0,0.0,0.0,5.0
19782,1.0,5.0,250.0,8.0,8.0,5.0
19783,0.97,5.0,378.0,0.0,0.0,5.0
19784,0.97,4.97,289.0,10.0,10.0,5.0
19785,1.0,5.0,149.0,4.0,4.0,5.0
19786,1.0,4.9,200.0,1.0,1.0,5.0
19787,1.0,5.0,792.0,13.0,13.0,5.0
19788,1.0,5.0,356.9,1.0,1.0,5.0
19789,0.98,4.75,250.0,16.0,16.0,5.0
19790,1.0,4.67,356.9,6.0,6.0,5.0
19791,1.0,4.67,980.0,0.0,0.0,5.0
19792,1.0,5.0,356.9,1.0,1.0,5.0
19793,1.0,4.71,261.0,49.0,49.0,5.0
19794,1.0,4.71,356.9,0.0,0.0,5.0
19795,1.0,5.0,350.0,10.0,10.0,5.0
19796,1.0,5.0,356.9,0.0,0.0,5.0
19797,1.0,4.9,165.0,2.0,2.0,5.0
19798,1.0,4.9,356.9,0.0,0.0,5.0
19799,1.0,4.9,356.9,0.0,0.0,5.0
19800,0.98,4.94,421.0,16.0,16.0,4.94
19801,1.0,4.5,500.0,4.0,4.0,5.0
19802,1.0,5.0,300.0,7.0,7.0,5.0
19803,0.9,5.0,374.0,10.0,10.0,5.0
19804,0.9,4.88,729.0,24.0,24.0,4.96
19805,1.0,5.0,90.0,4.0,4.0,5.0
19806,1.0,4.29,195.0,24.0,24.0,5.0
19807,1.0,5.0,1100.0,1.0,1.0,5.0
19808,1.0,5.0,320.0,2.0,2.0,5.0
19809,1.0,5.0,356.9,0.0,0.0,5.0
19810,1.0,5.0,101.0,0.0,0.0,5.0
19811,1.0,4.87,786.0,15.0,15.0,4.93
19812,1.0,4.69,156.0,26.0,26.0,4.88
19813,1.0,5.0,699.0,9.0,9.0,5.0
19814,1.0,4.92,235.0,51.0,51.0,5.0
19815,0.93,4.92,474.0,0.0,0.0,5.0
19816,0.93,4.92,850.0,0.0,0.0,5.0
19817,1.0,4.5,340.0,4.0,4.0,5.0
19818,1.0,5.0,420.0,3.0,3.0,5.0
19819,1.0,5.0,180.0,38.0,38.0,4.89
19820,1.0,5.0,142.0,0.0,0.0,4.89
19821,1.0,4.96,230.0,23.0,23.0,4.87
19822,1.0,5.0,250.0,9.0,9.0,5.0
19823,1.0,5.0,600.0,5.0,5.0,5.0
19824,0.9,4.5,90.0,2.0,2.0,5.0
19825,1.0,4.95,160.0,21.0,21.0,5.0
19826,1.0,4.95,356.9,0.0,0.0,5.0
19827,1.0,5.0,350.0,6.0,6.0,5.0
19828,1.0,4.8,305.0,5.0,5.0,5.0
19829,1.0,4.5,200.0,2.0,2.0,5.0
19830,1.0,4.5,356.9,0.0,0.0,5.0
19831,1.0,4.43,233.0,14.0,14.0,4.79
19832,1.0,4.43,456.0,0.0,0.0,4.79
19833,1.0,4.9,170.0,16.0,16.0,5.0
19834,1.0,5.0,110.0,1.0,1.0,5.0
19835,1.0,4.65,356.9,52.0,52.0,4.96
19836,1.0,5.0,450.0,20.0,20.0,5.0
19837,1.0,5.0,356.9,0.0,0.0,5.0
19838,1.0,4.83,166.0,18.0,18.0,5.0
19839,1.0,4.29,355.0,14.0,14.0,5.0
19840,1.0,4.67,279.0,24.0,24.0,4.88
19841,1.0,5.0,150.0,1.0,1.0,5.0
19842,1.0,4.96,650.0,26.0,26.0,4.96
19843,1.0,4.5,1000.0,2.0,2.0,5.0
19844,1.0,5.0,91.0,1.0,1.0,5.0
19845,1.0,5.0,250.0,1.0,1.0,5.0
19846,1.0,4.78,362.0,10.0,10.0,4.94
19847,0.97,4.67,112.0,12.0,12.0,5.0
19848,1.0,4.78,230.0,10.0,10.0,4.89
19849,1.0,4.77,1070.0,10.0,10.0,4.93
19850,1.0,4.77,875.0,0.0,0.0,4.93
19851,1.0,5.0,356.9,2.0,2.0,5.0
19852,1.0,5.0,188.0,0.0,0.0,5.0
19853,1.0,4.93,414.0,42.0,42.0,5.0
19854,1.0,5.0,160.0,1.0,1.0,5.0
19855,1.0,4.88,170.0,25.0,25.0,5.0
19856,1.0,5.0,97.0,9.0,9.0,4.78
19857,1.0,4.57,300.0,7.0,7.0,5.0
19858,1.0,4.68,614.0,23.0,23.0,4.86
19859,1.0,4.68,800.0,0.0,0.0,4.86
19860,1.0,4.9,259.0,2.0,2.0,5.0
19861,1.0,4.9,200.0,0.0,0.0,5.0
19862,0.99,5.0,598.0,15.0,15.0,4.93
19863,0.99,5.0,850.0,1.0,1.0,5.0
19864,1.0,5.0,200.0,0.0,0.0,5.0
19865,1.0,5.0,356.9,0.0,0.0,5.0
19866,1.0,4.8,750.0,5.0,5.0,5.0
19867,1.0,5.0,172.0,3.0,3.0,5.0
19868,1.0,4.68,120.0,20.0,20.0,5.0
19869,1.0,4.68,500.0,0.0,0.0,5.0
19870,1.0,4.93,100.0,46.0,46.0,5.0
19871,1.0,4.78,289.0,37.0,37.0,5.0
19872,1.0,4.71,125.0,45.0,45.0,4.84
19873,1.0,5.0,182.0,6.0,6.0,5.0
19874,1.0,5.0,300.0,1.0,1.0,5.0
19875,0.9,4.81,400.0,26.0,26.0,4.96
19876,0.9,4.81,200.0,0.0,0.0,4.96
19877,0.9,5.0,300.0,5.0,5.0,5.0
19878,1.0,4.5,295.0,2.0,2.0,5.0
19879,1.0,4.74,456.0,27.0,27.0,4.93
19880,1.0,4.69,170.0,13.0,13.0,5.0
19881,1.0,5.0,900.0,3.0,3.0,5.0
19882,1.0,5.0,900.0,0.0,0.0,5.0
19883,1.0,4.9,150.0,25.0,25.0,5.0
19884,1.0,4.52,244.0,21.0,21.0,4.9
19885,1.0,4.5,895.0,2.0,2.0,5.0
19886,1.0,5.0,201.0,3.0,3.0,5.0
19887,1.0,4.72,657.0,46.0,46.0,5.0
19888,1.0,4.72,356.9,0.0,0.0,5.0
19889,1.0,5.0,320.0,3.0,3.0,5.0
19890,1.0,5.0,356.9,0.0,0.0,5.0
19891,1.0,5.0,550.0,0.0,0.0,5.0
19892,1.0,5.0,543.0,7.0,7.0,5.0
19893,1.0,4.95,276.0,20.0,20.0,5.0
19894,1.0,4.95,600.0,0.0,0.0,5.0
19895,1.0,5.0,350.0,2.0,2.0,5.0
19896,1.0,4.98,176.0,10.0,10.0,5.0
19897,1.0,5.0,700.0,4.0,4.0,5.0
19898,1.0,5.0,600.0,11.0,11.0,5.0
19899,1.0,4.82,459.0,17.0,17.0,5.0
19900,1.0,5.0,283.0,1.0,1.0,5.0
19901,1.0,4.39,535.0,23.0,23.0,4.74
19902,1.0,4.39,1100.0,0.0,0.0,4.74
19903,1.0,4.91,610.0,22.0,22.0,5.0
19904,1.0,5.0,356.9,3.0,3.0,5.0
19905,1.0,5.0,356.9,1.0,1.0,5.0
19906,1.0,5.0,539.0,8.0,8.0,5.0
19907,1.0,5.0,164.0,2.0,2.0,5.0
19908,1.0,5.0,356.9,0.0,0.0,5.0
19909,1.0,5.0,220.0,1.0,1.0,5.0
19910,1.0,5.0,700.0,0.0,0.0,5.0
19911,1.0,4.93,170.0,14.0,14.0,4.93
19912,1.0,4.31,455.0,16.0,16.0,4.81
19913,1.0,5.0,212.0,1.0,1.0,5.0
19914,0.99,4.55,455.0,11.0,11.0,4.73
19915,0.99,4.55,356.9,0.0,0.0,4.73
19916,1.0,5.0,356.9,1.0,1.0,5.0
19917,1.0,4.88,150.0,8.0,8.0,5.0
19918,1.0,4.9,361.0,2.0,2.0,5.0
19919,1.0,4.5,129.0,12.0,12.0,5.0
19920,1.0,4.69,210.0,13.0,13.0,4.92
19921,0.97,4.69,829.0,0.0,0.0,4.92
19922,1.0,4.69,556.0,0.0,0.0,4.92
19923,1.0,4.69,160.0,0.0,0.0,4.92
19924,1.0,4.69,356.9,0.0,0.0,4.92
19925,0.9,5.0,130.0,15.0,15.0,4.93
19926,1.0,4.45,283.0,39.0,39.0,4.92
19927,0.9,5.0,703.0,4.0,4.0,5.0
19928,1.0,4.72,297.0,18.0,18.0,4.89
19929,1.0,5.0,220.0,10.0,10.0,5.0
19930,0.9,5.0,180.0,20.0,20.0,5.0
19931,1.0,5.0,350.0,1.0,1.0,5.0
19932,0.94,4.88,350.0,32.0,32.0,4.88
19933,0.9,4.9,142.0,7.0,7.0,5.0
19934,1.0,4.86,259.0,14.0,14.0,5.0
19935,1.0,4.86,244.0,0.0,0.0,5.0
19936,1.0,4.64,429.0,22.0,22.0,5.0
19937,1.0,4.9,356.9,1.0,1.0,5.0
19938,1.0,4.92,200.0,12.0,12.0,5.0
19939,1.0,4.92,253.0,0.0,0.0,5.0
19940,1.0,4.6,356.9,20.0,20.0,4.95
19941,1.0,5.0,250.0,12.0,12.0,5.0
19942,1.0,5.0,321.0,7.0,7.0,5.0
19943,1.0,5.0,150.0,2.0,2.0,5.0
19944,1.0,4.94,227.0,36.0,36.0,4.97
19945,1.0,4.94,356.9,0.0,0.0,4.97
19946,1.0,4.94,356.9,0.0,0.0,4.97
19947,1.0,4.88,695.0,8.0,8.0,5.0
19948,1.0,4.86,311.0,36.0,36.0,4.92
19949,1.0,5.0,239.0,15.0,15.0,5.0
19950,1.0,4.33,230.0,3.0,3.0,5.0
19951,1.0,4.8,250.0,25.0,25.0,5.0
19952,1.0,4.9,100.0,18.0,18.0,5.0
19953,1.0,4.67,389.0,6.0,6.0,5.0
19954,1.0,4.84,334.0,19.0,19.0,5.0
19955,0.97,4.84,209.0,0.0,0.0,5.0
19956,0.97,4.84,900.0,0.0,0.0,5.0
19957,1.0,5.0,900.0,3.0,3.0,5.0
19958,1.0,4.6,377.0,5.0,5.0,5.0
19959,1.0,4.6,356.9,0.0,0.0,5.0
19960,1.0,5.0,450.0,1.0,1.0,5.0
19961,1.0,5.0,356.9,1.0,1.0,5.0
19962,1.0,5.0,356.9,3.0,3.0,5.0
19963,1.0,4.88,300.0,8.0,8.0,5.0
19964,1.0,5.0,100.0,1.0,1.0,5.0
19965,1.0,5.0,300.0,12.0,12.0,4.92
19966,1.0,4.9,500.0,1.0,1.0,5.0
19967,1.0,4.9,200.0,0.0,0.0,5.0
19968,1.0,5.0,691.0,5.0,5.0,5.0
19969,1.0,4.74,152.0,39.0,39.0,4.92
19970,1.0,4.83,480.0,23.0,23.0,4.83
19971,1.0,4.74,431.0,42.0,42.0,4.88
19972,1.0,4.82,112.0,10.0,10.0,4.95
19973,1.0,5.0,161.0,4.0,4.0,5.0
19974,1.0,4.72,419.0,32.0,32.0,4.91
19975,1.0,4.83,347.0,29.0,29.0,5.0
19976,1.0,4.9,340.0,1.0,1.0,5.0
19977,1.0,5.0,90.0,1.0,1.0,5.0
19978,1.0,5.0,356.9,0.0,0.0,5.0
19979,1.0,5.0,299.0,25.0,25.0,4.96
19980,1.0,5.0,354.0,10.0,10.0,4.9
19981,1.0,5.0,500.0,4.0,4.0,5.0
19982,1.0,4.9,121.0,20.0,20.0,4.95
19983,1.0,4.67,499.0,3.0,3.0,5.0
19984,1.0,4.67,302.0,0.0,0.0,5.0
19985,1.0,4.33,410.0,3.0,3.0,5.0
19986,1.0,4.67,230.0,6.0,6.0,4.83
19987,1.0,5.0,356.9,4.0,4.0,5.0
19988,1.0,4.9,149.0,6.0,6.0,5.0
19989,1.0,5.0,200.0,1.0,1.0,5.0
19990,1.0,5.0,269.0,0.0,0.0,5.0
19991,1.0,4.63,160.0,8.0,8.0,5.0
19992,1.0,4.9,109.0,11.0,11.0,4.73
19993,1.0,4.67,356.9,3.0,3.0,5.0
19994,1.0,5.0,460.0,5.0,5.0,5.0
19995,0.99,4.56,582.0,9.0,9.0,4.89
19996,0.99,5.0,1100.0,1.0,1.0,5.0
19997,0.95,4.9,300.0,4.0,4.0,5.0
19998,0.95,4.9,257.0,0.0,0.0,5.0
19999,1.0,5.0,160.0,28.0,28.0,4.96
20000,1.0,5.0,268.0,4.0,4.0,5.0
20001,1.0,5.0,502.0,0.0,0.0,5.0
20002,1.0,5.0,555.0,9.0,9.0,5.0
20003,1.0,5.0,356.9,0.0,0.0,5.0
20004,1.0,5.0,356.9,0.0,0.0,5.0
20005,1.0,4.88,299.0,8.0,8.0,5.0
20006,1.0,4.88,700.0,0.0,0.0,5.0
20007,1.0,5.0,140.0,29.0,29.0,5.0
20008,1.0,5.0,255.0,16.0,16.0,4.81
20009,1.0,5.0,350.0,3.0,3.0,5.0
20010,1.0,4.8,297.0,10.0,10.0,4.9
20011,1.0,5.0,95.0,1.0,1.0,5.0
20012,1.0,4.9,173.0,41.0,41.0,5.0
20013,1.0,4.9,145.0,0.0,0.0,5.0
20014,1.0,5.0,145.0,3.0,3.0,5.0
20015,1.0,5.0,216.0,0.0,0.0,5.0
20016,1.0,4.75,340.0,4.0,4.0,5.0
20017,1.0,5.0,673.0,15.0,15.0,4.87
20018,0.88,4.79,160.0,14.0,14.0,5.0
20019,1.0,5.0,200.0,1.0,1.0,5.0
20020,1.0,5.0,400.0,0.0,0.0,5.0
20021,1.0,4.63,118.0,8.0,8.0,4.88
20022,1.0,4.9,297.0,1.0,1.0,5.0
20023,0.88,4.94,174.0,16.0,16.0,4.81
20024,1.0,5.0,246.0,13.0,13.0,5.0
20025,1.0,5.0,356.9,0.0,0.0,5.0
20026,1.0,5.0,400.0,0.0,0.0,5.0
20027,1.0,5.0,623.0,0.0,0.0,5.0
20028,1.0,5.0,400.0,1.0,1.0,5.0
20029,1.0,4.96,459.0,23.0,23.0,4.96
20030,1.0,4.98,86.0,10.0,10.0,5.0
20031,1.0,4.9,1100.0,3.0,3.0,5.0
20032,0.88,5.0,250.0,13.0,13.0,5.0
20033,1.0,5.0,270.0,4.0,4.0,5.0
20034,1.0,5.0,456.0,2.0,2.0,5.0
20035,1.0,5.0,356.9,0.0,0.0,5.0
20036,1.0,5.0,360.0,10.0,10.0,5.0
20037,0.85,4.67,520.0,3.0,3.0,5.0
20038,1.0,4.9,261.0,2.0,2.0,5.0
20039,0.95,4.85,264.0,20.0,20.0,5.0
20040,1.0,5.0,234.0,20.0,20.0,5.0
20041,1.0,5.0,240.0,1.0,1.0,5.0
20042,1.0,5.0,1000.0,0.0,0.0,5.0
20043,1.0,5.0,199.0,32.0,32.0,5.0
20044,1.0,5.0,356.9,0.0,0.0,5.0
20045,1.0,5.0,500.0,0.0,0.0,5.0
20046,1.0,5.0,350.0,0.0,0.0,5.0
20047,1.0,4.88,220.0,8.0,8.0,5.0
20048,1.0,4.96,800.0,25.0,25.0,4.96
20049,1.0,5.0,207.0,1.0,1.0,5.0
20050,1.0,4.67,111.0,3.0,3.0,5.0
20051,1.0,4.71,111.0,7.0,7.0,5.0
20052,1.0,4.71,1100.0,0.0,0.0,5.0
20053,1.0,4.71,257.0,0.0,0.0,5.0
20054,0.91,4.9,134.0,42.0,42.0,4.95
20055,1.0,4.9,360.0,0.0,0.0,4.95
20056,1.0,5.0,150.0,2.0,2.0,5.0
20057,1.0,5.0,246.0,21.0,21.0,5.0
20058,1.0,4.57,550.0,14.0,14.0,5.0
20059,1.0,4.75,500.0,8.0,8.0,4.75
20060,1.0,5.0,350.0,1.0,1.0,5.0
20061,1.0,4.9,100.0,4.0,4.0,5.0
20062,1.0,4.93,100.0,15.0,15.0,4.93
20063,1.0,4.88,229.0,10.0,10.0,5.0
20064,1.0,4.83,370.0,35.0,35.0,4.97
20065,1.0,5.0,500.0,1.0,1.0,5.0
20066,1.0,5.0,356.9,0.0,0.0,5.0
20067,1.0,5.0,156.0,1.0,1.0,5.0
20068,1.0,4.75,210.0,28.0,28.0,4.96
20069,1.0,4.75,210.0,0.0,0.0,4.96
20070,1.0,4.75,72.0,0.0,0.0,4.96
20071,0.9,5.0,700.0,1.0,1.0,5.0
