,host_response_rate,review_scores_cleanliness,price,number_of_reviews,number_of_reviews,review_scores_communication
21489,1.0,4.86,9.434999999999999,7.0,7.0,4.86
21490,1.0,5.0,35.699999999999996,2.0,2.0,5.0
21491,1.0,4.81,68.187,37.0,37.0,4.97
21492,1.0,5.0,48.449999999999996,15.0,15.0,5.0
21493,1.0,4.96,26.979,50.0,50.0,4.98
21494,1.0,4.96,100.878,24.0,24.0,5.0
21495,1.0,4.88,51.357,25.0,25.0,4.6
21496,1.0,5.0,61.199999999999996,3.0,3.0,4.9
21497,1.0,4.94,65.73899999999999,34.0,34.0,4.91
21498,1.0,4.77,18.206999999999997,13.0,13.0,4.92
21499,1.0,4.91,22.95,33.0,33.0,4.94
21500,1.0,4.63,112.19999999999999,16.0,16.0,5.0
21501,1.0,4.67,62.62799999999999,3.0,3.0,5.0
21502,1.0,4.67,25.040999999999997,0.0,0.0,5.0
21503,1.0,4.93,67.779,28.0,28.0,4.89
21504,1.0,4.33,47.480999999999995,6.0,6.0,4.67
21505,1.0,4.5,40.748999999999995,4.0,4.0,5.0
21506,1.0,5.0,31.569,11.0,11.0,5.0
21507,1.0,4.66,41.973,30.0,30.0,4.97
21508,1.0,4.67,27.999,6.0,6.0,5.0
21509,1.0,4.8,27.999,5.0,5.0,4.8
21510,1.0,4.96,44.931,25.0,25.0,4.96
21511,1.0,5.0,61.199999999999996,13.0,13.0,5.0
21512,1.0,4.8,97.104,13.0,13.0,4.85
21513,1.0,5.0,35.699999999999996,1.0,1.0,5.0
21514,1.0,4.63,42.33,8.0,8.0,5.0
21515,1.0,4.8,42.33,5.0,5.0,5.0
21516,1.0,5.0,65.28,16.0,16.0,5.0
21517,1.0,4.87,93.43199999999999,24.0,24.0,5.0
21518,1.0,4.96,30.191999999999997,52.0,52.0,5.0
21519,1.0,5.0,20.4,4.0,4.0,5.0
21520,1.0,4.8,17.849999999999998,1.0,1.0,5.0
21521,1.0,5.0,29.019,3.0,3.0,5.0
21522,1.0,5.0,16.523999999999997,5.0,5.0,5.0
21523,1.0,4.83,99.705,18.0,18.0,4.89
21524,1.0,4.83,32.64,0.0,0.0,4.89
21525,1.0,5.0,53.89679999999999,9.0,9.0,4.89
21526,1.0,4.67,27.794999999999998,3.0,3.0,4.67
21527,1.0,4.85,74.256,20.0,20.0,4.9
21528,1.0,4.85,53.89679999999999,0.0,0.0,4.9
21529,1.0,5.0,135.60899999999998,5.0,5.0,4.8
21530,1.0,4.93,46.715999999999994,15.0,15.0,4.87
21531,1.0,4.8,45.9,5.0,5.0,4.8
21532,1.0,4.79,62.678999999999995,14.0,14.0,4.71
21533,1.0,5.0,63.699,1.0,1.0,5.0
21534,1.0,4.97,32.436,32.0,32.0,5.0
21535,1.0,5.0,49.367999999999995,6.0,6.0,5.0
21536,1.0,4.85,143.667,67.0,67.0,5.0
21537,1.0,4.8,81.08999999999999,10.0,10.0,4.9
21538,1.0,4.8,53.89679999999999,0.0,0.0,4.9
21539,1.0,4.8,26.52,0.0,0.0,4.9
21540,1.0,4.75,68.085,4.0,4.0,4.9
21541,1.0,4.83,45.9,6.0,6.0,5.0
21542,1.0,4.67,61.760999999999996,9.0,9.0,4.67
21543,1.0,4.59,75.684,22.0,22.0,4.95
21544,1.0,4.96,27.692999999999998,29.0,29.0,4.96
21545,1.0,5.0,53.89679999999999,2.0,2.0,5.0
21546,1.0,4.8,53.89679999999999,1.0,1.0,5.0
21547,1.0,4.88,52.836,24.0,24.0,5.0
21548,1.0,4.88,52.836,0.0,0.0,5.0
21549,1.0,4.96,53.89679999999999,25.0,25.0,5.0
21550,1.0,4.96,40.748999999999995,0.0,0.0,5.0
21551,1.0,4.8,17.849999999999998,5.0,5.0,4.9
21552,1.0,4.92,37.893,13.0,13.0,5.0
21553,1.0,4.92,58.955999999999996,0.0,0.0,5.0
21554,1.0,4.83,26.162999999999997,18.0,18.0,4.67
21555,1.0,4.75,40.340999999999994,24.0,24.0,4.83
21556,1.0,5.0,70.89,5.0,5.0,5.0
21557,1.0,4.89,15.044999999999998,9.0,9.0,5.0
21558,1.0,5.0,12.75,1.0,1.0,5.0
21559,1.0,4.95,86.19,38.0,38.0,4.92
21560,1.0,4.96,63.74999999999999,26.0,26.0,4.81
21561,1.0,4.47,63.74999999999999,15.0,15.0,4.9
21562,1.0,4.5,106.386,14.0,14.0,4.9
21563,1.0,4.9,75.021,31.0,31.0,5.0
21564,1.0,5.0,53.498999999999995,22.0,22.0,4.95
21565,1.0,4.68,60.434999999999995,31.0,31.0,4.94
21566,1.0,4.5,53.89679999999999,6.0,6.0,4.9
21567,1.0,4.86,46.715999999999994,7.0,7.0,5.0
21568,1.0,5.0,53.89679999999999,5.0,5.0,5.0
21569,1.0,5.0,46.715999999999994,7.0,7.0,5.0
21570,1.0,5.0,81.54899999999999,9.0,9.0,5.0
21571,1.0,4.92,66.3,13.0,13.0,5.0
21572,1.0,4.8,35.699999999999996,3.0,3.0,4.67
21573,1.0,4.88,27.692999999999998,42.0,42.0,4.9
21574,1.0,5.0,16.83,6.0,6.0,5.0
21575,1.0,5.0,45.39,22.0,22.0,5.0
21576,1.0,5.0,84.14999999999999,3.0,3.0,4.9
21577,1.0,4.73,50.949,11.0,11.0,5.0
21578,1.0,4.93,53.89679999999999,14.0,14.0,5.0
21579,1.0,4.93,41.973,0.0,0.0,5.0
21580,1.0,5.0,50.489999999999995,9.0,9.0,5.0
21581,1.0,4.92,76.857,12.0,12.0,5.0
21582,1.0,4.94,58.190999999999995,34.0,34.0,5.0
21583,1.0,5.0,72.47099999999999,11.0,11.0,4.91
21584,1.0,4.85,82.67099999999999,20.0,20.0,4.9
21585,1.0,4.96,80.01899999999999,24.0,24.0,4.74
21586,1.0,4.67,23.766,3.0,3.0,4.67
21587,1.0,4.95,120.615,21.0,21.0,4.9
21588,1.0,4.29,12.495,7.0,7.0,4.9
21589,1.0,4.65,48.705,20.0,20.0,4.8
21590,1.0,4.67,45.797999999999995,44.0,44.0,4.63
21591,1.0,4.76,65.178,29.0,29.0,4.9
21592,1.0,4.83,26.214,6.0,6.0,5.0
21593,1.0,5.0,61.199999999999996,7.0,7.0,5.0
21594,1.0,5.0,137.445,8.0,8.0,5.0
21595,1.0,4.64,26.570999999999998,44.0,44.0,4.95
21596,1.0,4.6,45.9,5.0,5.0,4.6
21597,1.0,4.78,40.8,9.0,9.0,4.89
21598,1.0,4.92,53.907,26.0,26.0,4.81
21599,1.0,4.95,56.099999999999994,20.0,20.0,5.0
21600,1.0,4.85,54.162,34.0,34.0,4.88
21601,1.0,5.0,50.388,4.0,4.0,5.0
21602,1.0,5.0,53.193,1.0,1.0,5.0
21603,1.0,4.8,53.193,2.0,2.0,5.0
21604,1.0,4.8,91.8,0.0,0.0,5.0
21605,1.0,4.89,91.8,9.0,9.0,4.78
21606,1.0,5.0,91.8,6.0,6.0,5.0
21607,1.0,5.0,47.073,0.0,0.0,5.0
21608,1.0,5.0,55.181999999999995,5.0,5.0,5.0
21609,1.0,5.0,20.145,2.0,2.0,5.0
21610,1.0,5.0,86.69999999999999,7.0,7.0,5.0
21611,1.0,5.0,135.25199999999998,2.0,2.0,5.0
21612,1.0,4.76,41.309999999999995,43.0,43.0,4.64
21613,1.0,4.92,57.528,49.0,49.0,4.84
21614,1.0,4.92,61.913999999999994,0.0,0.0,4.84
21615,1.0,4.97,55.334999999999994,29.0,29.0,4.97
21616,1.0,4.97,53.89679999999999,0.0,0.0,4.97
21617,1.0,4.86,87.414,14.0,14.0,5.0
21618,1.0,4.7,96.951,56.0,56.0,4.88
21619,1.0,4.85,63.546,20.0,20.0,4.8
21620,1.0,4.64,96.39,45.0,45.0,4.7
21621,1.0,4.71,90.015,31.0,31.0,4.87
21622,1.0,4.8,20.4,2.0,2.0,5.0
21623,1.0,4.61,98.175,34.0,34.0,4.7
21624,1.0,4.71,98.175,7.0,7.0,5.0
21625,1.0,4.71,53.89679999999999,0.0,0.0,5.0
21626,1.0,4.71,53.89679999999999,0.0,0.0,5.0
21627,1.0,4.5,100.011,44.0,44.0,4.84
21628,1.0,4.75,73.44,4.0,4.0,4.75
21629,1.0,4.62,112.50599999999999,39.0,39.0,4.92
21630,1.0,5.0,44.625,7.0,7.0,5.0
21631,1.0,4.8,104.03999999999999,5.0,5.0,5.0
21632,1.0,4.43,99.90899999999999,40.0,40.0,4.68
21633,1.0,5.0,53.89679999999999,2.0,2.0,5.0
21634,1.0,4.57,62.678999999999995,7.0,7.0,4.86
21635,1.0,4.73,35.699999999999996,33.0,33.0,4.7
21636,1.0,4.71,47.787,17.0,17.0,5.0
21637,1.0,4.83,53.89679999999999,6.0,6.0,4.67
21638,1.0,5.0,98.124,4.0,4.0,5.0
21639,1.0,5.0,76.857,13.0,13.0,5.0
21640,1.0,5.0,90.627,1.0,1.0,5.0
21641,1.0,4.42,45.9,12.0,12.0,4.75
21642,1.0,4.78,82.875,27.0,27.0,4.96
21643,1.0,4.83,12.443999999999999,12.0,12.0,4.83
21644,1.0,4.33,147.951,3.0,3.0,4.67
21645,1.0,4.78,86.69999999999999,9.0,9.0,5.0
21646,1.0,5.0,102.0,1.0,1.0,5.0
21647,1.0,4.6,68.85,5.0,5.0,5.0
21648,1.0,5.0,68.85,6.0,6.0,4.67
21649,1.0,4.4,25.5,5.0,5.0,5.0
21650,1.0,4.86,45.9,7.0,7.0,4.71
21651,1.0,4.86,53.89679999999999,0.0,0.0,4.71
21652,1.0,4.86,97.91999999999999,0.0,0.0,4.71
21653,1.0,4.75,40.8,8.0,8.0,4.88
21654,1.0,4.71,12.546,17.0,17.0,4.82
21655,1.0,4.56,71.80799999999999,18.0,18.0,4.83
21656,1.0,4.88,70.68599999999999,24.0,24.0,5.0
21657,1.0,4.75,53.89679999999999,4.0,4.0,4.9
21658,1.0,4.75,26.570999999999998,0.0,0.0,4.9
21659,1.0,4.91,53.55,11.0,11.0,5.0
21660,1.0,4.91,53.89679999999999,0.0,0.0,5.0
21661,1.0,4.75,36.873,8.0,8.0,4.88
21662,1.0,4.3,40.748999999999995,10.0,10.0,5.0
21663,1.0,4.8,114.54599999999999,36.0,36.0,4.66
21664,1.0,4.8,26.570999999999998,10.0,10.0,4.9
21665,1.0,5.0,39.525,4.0,4.0,4.75
21666,1.0,5.0,45.9,4.0,4.0,5.0
21667,1.0,5.0,56.099999999999994,2.0,2.0,5.0
21668,1.0,4.88,21.419999999999998,18.0,18.0,5.0
21669,1.0,4.88,50.949,0.0,0.0,5.0
21670,1.0,4.75,151.164,4.0,4.0,5.0
21671,1.0,5.0,10.658999999999999,13.0,13.0,5.0
21672,1.0,5.0,75.47999999999999,12.0,12.0,5.0
21673,1.0,5.0,86.445,3.0,3.0,5.0
21674,1.0,4.33,86.445,12.0,12.0,4.75
21675,1.0,5.0,25.448999999999998,1.0,1.0,5.0
21676,1.0,5.0,64.515,17.0,17.0,4.94
21677,1.0,5.0,53.89679999999999,11.0,11.0,5.0
21678,1.0,5.0,52.580999999999996,26.0,26.0,4.96
21679,1.0,5.0,49.98,6.0,6.0,5.0
21680,1.0,5.0,49.98,4.0,4.0,5.0
21681,1.0,4.6,112.19999999999999,5.0,5.0,4.9
21682,1.0,4.79,36.21,19.0,19.0,4.95
21683,1.0,4.95,26.622,20.0,20.0,4.95
21684,1.0,4.74,33.558,35.0,35.0,4.69
21685,1.0,4.75,28.764,4.0,4.0,4.9
21686,1.0,5.0,53.89679999999999,21.0,21.0,4.9
21687,1.0,4.67,13.209,24.0,24.0,4.75
21688,1.0,4.8,73.338,5.0,5.0,4.6
21689,1.0,5.0,73.338,2.0,2.0,5.0
21690,1.0,4.96,46.205999999999996,23.0,23.0,4.96
21691,1.0,5.0,35.088,34.0,34.0,5.0
21692,1.0,4.87,55.233,24.0,24.0,4.7
21693,1.0,5.0,137.85299999999998,1.0,1.0,5.0
21694,1.0,5.0,56.81399999999999,28.0,28.0,5.0
21695,1.0,5.0,56.81399999999999,0.0,0.0,5.0
21696,1.0,4.38,88.893,8.0,8.0,4.88
21697,1.0,4.94,83.69099999999999,33.0,33.0,4.97
21698,1.0,4.8,83.69099999999999,2.0,2.0,4.9
21699,1.0,4.8,75.378,0.0,0.0,4.9
21700,1.0,4.91,46.715999999999994,22.0,22.0,4.95
21701,1.0,5.0,66.09599999999999,2.0,2.0,5.0
21702,1.0,4.93,55.028999999999996,27.0,27.0,4.85
21703,1.0,4.8,106.23299999999999,3.0,3.0,4.67
21704,1.0,5.0,67.779,12.0,12.0,5.0
21705,1.0,4.8,20.4,1.0,1.0,4.9
21706,1.0,4.8,28.508999999999997,0.0,0.0,4.9
21707,1.0,4.81,82.92599999999999,16.0,16.0,5.0
21708,1.0,5.0,109.29299999999999,1.0,1.0,5.0
21709,1.0,5.0,63.392999999999994,1.0,1.0,5.0
21710,1.0,4.75,12.392999999999999,16.0,16.0,4.88
21711,1.0,5.0,82.92599999999999,5.0,5.0,5.0
21712,1.0,4.43,40.8,7.0,7.0,4.86
21713,1.0,5.0,45.492,13.0,13.0,5.0
21714,1.0,5.0,85.119,5.0,5.0,5.0
21715,1.0,5.0,50.949,2.0,2.0,5.0
21716,1.0,4.8,36.974999999999994,5.0,5.0,5.0
21717,1.0,4.57,13.311,7.0,7.0,4.57
21718,1.0,4.57,56.099999999999994,0.0,0.0,4.57
21719,1.0,4.8,80.529,10.0,10.0,4.7
21720,1.0,4.87,54.723,16.0,16.0,4.73
21721,1.0,4.86,33.15,7.0,7.0,5.0
21722,1.0,4.55,11.934,31.0,31.0,4.84
21723,1.0,5.0,28.56,7.0,7.0,4.86
21724,1.0,4.83,10.404,6.0,6.0,5.0
21725,1.0,4.73,27.794999999999998,33.0,33.0,4.73
21726,1.0,4.83,80.886,6.0,6.0,4.83
21727,1.0,4.8,101.28599999999999,15.0,15.0,5.0
21728,1.0,4.6,53.346,20.0,20.0,5.0
21729,1.0,4.53,34.169999999999995,17.0,17.0,4.65
21730,1.0,5.0,150.807,2.0,2.0,5.0
21731,1.0,5.0,43.707,1.0,1.0,5.0
21732,1.0,4.7,24.174,55.0,55.0,4.63
21733,1.0,5.0,65.38199999999999,28.0,28.0,4.86
21734,1.0,4.8,30.956999999999997,14.0,14.0,4.79
21735,1.0,5.0,102.45899999999999,6.0,6.0,4.83
21736,1.0,4.43,70.737,7.0,7.0,4.86
21737,1.0,4.88,79.05,17.0,17.0,4.76
21738,1.0,4.9,76.347,21.0,21.0,4.71
21739,1.0,4.67,66.86099999999999,12.0,12.0,4.67
21740,1.0,4.84,27.488999999999997,43.0,43.0,4.95
21741,1.0,4.89,28.764,44.0,44.0,4.89
21742,1.0,4.83,50.336999999999996,12.0,12.0,4.92
21743,1.0,5.0,71.04299999999999,1.0,1.0,5.0
21744,1.0,4.78,63.239999999999995,9.0,9.0,4.67
21745,1.0,4.33,90.321,3.0,3.0,4.9
21746,1.0,5.0,38.25,4.0,4.0,5.0
21747,1.0,4.8,16.32,1.0,1.0,4.9
21748,1.0,4.71,59.007,14.0,14.0,5.0
21749,1.0,4.33,15.299999999999999,6.0,6.0,5.0
21750,1.0,4.33,38.25,0.0,0.0,5.0
21751,1.0,4.8,15.299999999999999,4.0,4.0,5.0
21752,1.0,4.91,78.336,22.0,22.0,4.82
21753,1.0,4.82,43.349999999999994,22.0,22.0,4.95
21754,1.0,4.8,59.772,10.0,10.0,5.0
21755,1.0,4.8,59.772,1.0,1.0,4.9
21756,1.0,4.92,48.653999999999996,63.0,63.0,4.94
21757,1.0,5.0,50.949,1.0,1.0,5.0
21758,1.0,5.0,45.797999999999995,0.0,0.0,5.0
21759,1.0,5.0,56.099999999999994,1.0,1.0,5.0
21760,1.0,4.8,35.495999999999995,5.0,5.0,5.0
21761,1.0,4.57,36.669,7.0,7.0,5.0
21762,1.0,4.92,93.83999999999999,13.0,13.0,4.85
21763,1.0,4.92,37.128,0.0,0.0,4.85
21764,1.0,4.69,71.39999999999999,26.0,26.0,4.96
21765,1.0,4.69,36.669,16.0,16.0,4.94
21766,1.0,4.91,50.693999999999996,22.0,22.0,4.91
21767,1.0,4.91,102.0,0.0,0.0,4.91
21768,1.0,4.95,102.0,21.0,21.0,4.9
21769,1.0,4.95,102.0,0.0,0.0,4.9
21770,1.0,4.73,113.42399999999999,11.0,11.0,4.55
21771,1.0,4.29,32.333999999999996,7.0,7.0,4.9
21772,1.0,4.86,51.0,21.0,21.0,4.81
21773,1.0,4.5,24.224999999999998,2.0,2.0,4.9
21774,1.0,4.67,44.829,3.0,3.0,5.0
21775,1.0,4.96,53.89679999999999,23.0,23.0,5.0
21776,1.0,4.63,41.973,16.0,16.0,4.81
21777,1.0,4.63,50.949,0.0,0.0,4.81
21778,1.0,4.88,40.443,8.0,8.0,5.0
21779,1.0,5.0,16.32,1.0,1.0,5.0
21780,1.0,4.6,56.049,5.0,5.0,4.6
21781,1.0,4.93,31.619999999999997,28.0,28.0,4.93
21782,1.0,5.0,31.619999999999997,1.0,1.0,5.0
21783,1.0,5.0,121.839,14.0,14.0,4.86
21784,1.0,5.0,87.669,0.0,0.0,4.86
21785,1.0,5.0,19.839,12.0,12.0,5.0
21786,1.0,5.0,89.75999999999999,1.0,1.0,5.0
21787,1.0,4.8,96.18599999999999,1.0,1.0,4.9
21788,1.0,4.94,25.703999999999997,16.0,16.0,4.88
21789,1.0,4.62,18.869999999999997,13.0,13.0,4.69
21790,1.0,4.98,39.269999999999996,42.0,42.0,4.88
21791,1.0,4.98,129.846,0.0,0.0,4.88
21792,1.0,5.0,39.269999999999996,1.0,1.0,5.0
21793,1.0,4.88,41.105999999999995,51.0,51.0,4.94
21794,1.0,5.0,41.105999999999995,3.0,3.0,5.0
21795,1.0,4.95,75.17399999999999,21.0,21.0,4.95
21796,1.0,5.0,97.41,2.0,2.0,5.0
21797,1.0,4.94,90.88199999999999,16.0,16.0,4.94
21798,1.0,5.0,88.74,3.0,3.0,5.0
21799,1.0,4.75,97.15499999999999,4.0,4.0,4.75
21800,1.0,4.75,103.02,0.0,0.0,4.75
21801,1.0,4.75,136.67999999999998,0.0,0.0,4.75
21802,1.0,4.75,102.76499999999999,0.0,0.0,4.75
21803,1.0,4.67,97.15499999999999,3.0,3.0,5.0
21804,1.0,4.67,102.76499999999999,0.0,0.0,5.0
21805,1.0,4.67,107.151,0.0,0.0,5.0
21806,1.0,4.67,97.15499999999999,0.0,0.0,5.0
21807,1.0,4.67,102.76499999999999,0.0,0.0,5.0
21808,1.0,5.0,26.52,6.0,6.0,5.0
21809,1.0,5.0,98.073,3.0,3.0,5.0
21810,1.0,5.0,81.6,34.0,34.0,5.0
21811,1.0,4.85,88.485,34.0,34.0,4.85
21812,1.0,4.88,23.868,32.0,32.0,4.97
21813,1.0,4.81,98.37899999999999,17.0,17.0,4.94
21814,1.0,4.81,43.349999999999994,0.0,0.0,4.94
21815,1.0,4.9,140.25,89.0,89.0,4.89
21816,1.0,4.94,99.04199999999999,31.0,31.0,4.94
21817,1.0,4.96,146.93099999999998,28.0,28.0,4.89
21818,1.0,5.0,73.032,19.0,19.0,4.95
21819,1.0,4.97,53.89679999999999,31.0,31.0,4.9
21820,1.0,4.86,76.398,37.0,37.0,4.95
21821,1.0,4.62,89.25,21.0,21.0,5.0
21822,1.0,5.0,53.89679999999999,12.0,12.0,5.0
21823,1.0,5.0,47.888999999999996,3.0,3.0,5.0
21824,1.0,4.9,33.405,21.0,21.0,4.86
21825,1.0,5.0,22.032,8.0,8.0,5.0
21826,1.0,4.83,15.453,7.0,7.0,4.83
21827,1.0,4.83,71.39999999999999,0.0,0.0,4.83
21828,1.0,4.88,43.349999999999994,24.0,24.0,5.0
21829,1.0,5.0,43.349999999999994,3.0,3.0,5.0
21830,1.0,4.75,17.849999999999998,4.0,4.0,4.9
21831,1.0,4.75,24.479999999999997,0.0,0.0,4.9
21832,1.0,4.82,22.644,28.0,28.0,4.93
21833,1.0,4.8,48.449999999999996,1.0,1.0,5.0
21834,1.0,4.82,53.55,11.0,11.0,4.82
21835,1.0,4.82,38.199,0.0,0.0,4.82
21836,1.0,4.82,34.68,0.0,0.0,4.82
21837,1.0,4.29,21.776999999999997,7.0,7.0,4.9
21838,1.0,5.0,96.08399999999999,7.0,7.0,4.86
21839,1.0,4.5,56.099999999999994,18.0,18.0,4.94
21840,1.0,4.92,116.27999999999999,24.0,24.0,5.0
21841,1.0,5.0,116.27999999999999,3.0,3.0,5.0
21842,1.0,4.67,49.674,3.0,3.0,5.0
21843,1.0,4.75,49.674,8.0,8.0,4.75
21844,1.0,5.0,71.39999999999999,3.0,3.0,4.67
21845,1.0,5.0,138.72,0.0,0.0,4.67
21846,1.0,4.56,21.419999999999998,9.0,9.0,5.0
21847,1.0,4.88,26.52,8.0,8.0,5.0
21848,1.0,4.9,38.25,29.0,29.0,4.76
21849,1.0,4.6,41.055,5.0,5.0,5.0
21850,1.0,5.0,50.949,1.0,1.0,5.0
21851,1.0,5.0,61.199999999999996,0.0,0.0,5.0
21852,1.0,4.5,40.8,2.0,2.0,4.9
21853,1.0,4.52,112.91399999999999,27.0,27.0,4.85
21854,1.0,4.71,102.0,7.0,7.0,5.0
21855,1.0,4.69,151.31699999999998,13.0,13.0,5.0
21856,1.0,5.0,58.65,6.0,6.0,5.0
21857,1.0,5.0,58.65,9.0,9.0,5.0
21858,1.0,4.8,58.65,1.0,1.0,4.9
21859,1.0,4.96,27.744,25.0,25.0,5.0
21860,1.0,4.6,65.28,10.0,10.0,5.0
21861,1.0,5.0,50.949,3.0,3.0,5.0
21862,1.0,5.0,22.644,13.0,13.0,4.85
21863,1.0,4.94,78.693,18.0,18.0,4.89
21864,1.0,5.0,140.148,6.0,6.0,4.83
21865,1.0,4.4,51.0,5.0,5.0,4.6
21866,1.0,5.0,138.414,6.0,6.0,5.0
21867,1.0,4.86,62.62799999999999,22.0,22.0,4.77
21868,1.0,4.92,26.723999999999997,12.0,12.0,5.0
21869,1.0,4.93,39.830999999999996,14.0,14.0,5.0
21870,1.0,5.0,22.95,37.0,37.0,4.97
21871,1.0,4.54,35.19,26.0,26.0,4.73
21872,1.0,4.86,47.583,7.0,7.0,4.57
21873,1.0,4.88,51.0,8.0,8.0,5.0
21874,1.0,4.94,25.346999999999998,17.0,17.0,5.0
21875,1.0,4.47,63.74999999999999,15.0,15.0,4.8
21876,1.0,4.47,63.74999999999999,0.0,0.0,4.8
21877,1.0,4.53,28.355999999999998,15.0,15.0,4.73
21878,1.0,4.53,99.96,0.0,0.0,4.73
21879,1.0,4.53,99.96,0.0,0.0,4.73
21880,1.0,5.0,56.099999999999994,9.0,9.0,5.0
21881,1.0,5.0,91.8,2.0,2.0,5.0
21882,1.0,5.0,94.707,1.0,1.0,4.9
21883,1.0,4.79,37.943999999999996,30.0,30.0,4.86
21884,1.0,4.38,35.699999999999996,13.0,13.0,4.69
21885,1.0,4.77,68.33999999999999,13.0,13.0,4.85
21886,1.0,4.8,42.126,2.0,2.0,5.0
21887,1.0,5.0,42.126,1.0,1.0,4.9
21888,1.0,5.0,15.299999999999999,1.0,1.0,5.0
21889,1.0,4.8,115.25999999999999,5.0,5.0,4.9
21890,1.0,4.93,21.828,30.0,30.0,4.87
21891,1.0,5.0,41.055,1.0,1.0,5.0
21892,1.0,4.84,88.99499999999999,32.0,32.0,5.0
21893,1.0,4.84,47.327999999999996,0.0,0.0,5.0
21894,1.0,4.84,144.534,0.0,0.0,5.0
21895,1.0,5.0,85.374,10.0,10.0,5.0
21896,1.0,5.0,54.723,27.0,27.0,5.0
21897,1.0,5.0,99.04199999999999,5.0,5.0,5.0
21898,1.0,4.6,30.599999999999998,10.0,10.0,4.8
21899,1.0,5.0,115.61699999999999,13.0,13.0,5.0
21900,1.0,5.0,61.352999999999994,34.0,34.0,4.97
21901,1.0,4.6,33.303,48.0,48.0,4.85
21902,1.0,4.8,30.651,11.0,11.0,4.91
21903,1.0,4.5,54.824999999999996,2.0,2.0,5.0
21904,1.0,4.85,21.113999999999997,13.0,13.0,4.92
21905,1.0,4.58,23.97,27.0,27.0,4.88
21906,1.0,4.81,67.932,21.0,21.0,4.81
21907,1.0,4.79,53.907,53.0,53.0,4.77
21908,1.0,4.96,51.0,24.0,24.0,5.0
21909,1.0,4.75,48.449999999999996,8.0,8.0,4.88
21910,1.0,4.8,25.244999999999997,9.0,9.0,4.9
21911,1.0,4.8,38.25,0.0,0.0,4.9
21912,1.0,4.8,38.25,0.0,0.0,4.9
21913,1.0,5.0,22.95,2.0,2.0,5.0
21914,1.0,4.75,28.458,63.0,63.0,4.89
21915,1.0,5.0,89.35199999999999,1.0,1.0,5.0
21916,1.0,5.0,17.849999999999998,5.0,5.0,5.0
21917,1.0,5.0,20.4,6.0,6.0,5.0
21918,1.0,4.81,28.866,37.0,37.0,4.84
21919,1.0,4.6,65.586,5.0,5.0,5.0
21920,1.0,5.0,94.452,1.0,1.0,5.0
21921,1.0,5.0,24.174,1.0,1.0,5.0
21922,1.0,4.8,119.595,2.0,2.0,4.9
21923,1.0,4.4,42.074999999999996,15.0,15.0,5.0
21924,1.0,5.0,42.074999999999996,1.0,1.0,5.0
21925,1.0,4.71,45.440999999999995,14.0,14.0,4.93
21926,1.0,4.75,79.05,24.0,24.0,4.96
21927,1.0,4.6,25.448999999999998,5.0,5.0,5.0
21928,1.0,4.6,142.79999999999998,0.0,0.0,5.0
21929,1.0,4.6,81.6,0.0,0.0,5.0
21930,1.0,5.0,81.6,3.0,3.0,5.0
21931,1.0,5.0,102.0,0.0,0.0,5.0
21932,1.0,5.0,26.112,6.0,6.0,5.0
21933,1.0,4.86,47.226,7.0,7.0,4.71
21934,1.0,4.88,59.61899999999999,16.0,16.0,4.94
21935,1.0,4.92,53.89679999999999,13.0,13.0,4.77
21936,1.0,4.89,30.141,9.0,9.0,5.0
21937,1.0,4.89,112.098,0.0,0.0,5.0
21938,1.0,4.64,70.329,14.0,14.0,5.0
21939,1.0,5.0,143.41199999999998,19.0,19.0,5.0
21940,1.0,4.47,91.392,18.0,18.0,4.76
21941,1.0,4.8,91.392,10.0,10.0,4.8
21942,1.0,5.0,91.392,4.0,4.0,4.75
21943,1.0,5.0,101.74499999999999,9.0,9.0,5.0
21944,1.0,4.5,53.89679999999999,2.0,2.0,5.0
21945,1.0,4.94,51.0,16.0,16.0,4.94
21946,1.0,4.91,65.33099999999999,11.0,11.0,4.91
21947,1.0,5.0,36.771,2.0,2.0,5.0
21948,1.0,4.91,88.99499999999999,24.0,24.0,5.0
21949,1.0,4.96,29.682,26.0,26.0,4.96
21950,1.0,4.86,99.04199999999999,7.0,7.0,4.86
21951,1.0,5.0,85.374,5.0,5.0,5.0
21952,1.0,5.0,83.43599999999999,4.0,4.0,5.0
21953,1.0,4.83,28.814999999999998,46.0,46.0,4.91
21954,1.0,4.5,35.903999999999996,4.0,4.0,4.75
21955,1.0,4.82,61.709999999999994,11.0,11.0,4.91
21956,1.0,4.84,28.458,63.0,63.0,4.95
21957,1.0,4.29,81.08999999999999,7.0,7.0,4.86
21958,1.0,4.89,53.89679999999999,27.0,27.0,4.96
21959,1.0,4.3,37.178999999999995,10.0,10.0,5.0
21960,1.0,5.0,102.204,6.0,6.0,5.0
21961,1.0,5.0,105.366,5.0,5.0,5.0
21962,1.0,5.0,45.9,3.0,3.0,5.0
21963,1.0,4.58,24.479999999999997,12.0,12.0,4.83
21964,1.0,4.8,53.89679999999999,2.0,2.0,4.9
21965,1.0,4.95,62.882999999999996,19.0,19.0,5.0
21966,1.0,5.0,17.849999999999998,4.0,4.0,5.0
21967,1.0,4.89,21.317999999999998,9.0,9.0,5.0
21968,1.0,4.89,21.317999999999998,0.0,0.0,5.0
21969,1.0,5.0,88.99499999999999,11.0,11.0,5.0
21970,1.0,5.0,125.817,4.0,4.0,4.9
