Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.04054246,0.01745902,0.12321043,0.00805963,0.00880520,0.48936170,0.00000000,0.00000000,0.43969614,0.43120271,0.45905489,0.43478273,0.48357827,0.46407320,0.46811998,0.32982289,0.52733202,0.51123815,0.40889133,0.27362380,0.39840418,0.28735920,0.33308586,0.58267546,0.35783136,0.64946099,0.32239859,0.36044974,-1,-1,-1,-1
0.02871402,0.01284369,0.08621539,0.00511261,0.00745240,0.49172577,0.00653595,0.00961538,0.40325309,0.41655797,0.44920829,0.43663233,0.45547970,0.45363740,0.45894278,0.31783736,0.47486432,0.46267795,0.41861610,0.28353608,0.42719550,0.32184480,0.36944101,0.56509040,0.30072396,0.70849950,0.32201672,0.34841318,-1,-1,-1,-1
0.02467156,0.01241599,0.07656874,0.00119786,0.00790592,0.49172577,0.01307190,0.00961538,0.38204303,0.39527989,0.44219120,0.43381337,0.44796946,0.44139385,0.45182735,0.30373149,0.45097905,0.44743944,0.41728383,0.27864775,0.42221479,0.33278856,0.38902966,0.50706607,0.23018953,0.74704019,0.34385743,0.33452648,-1,-1,-1,-1
0.01779608,0.00675050,0.05511181,0.00138869,0.00870249,0.49172577,0.01307190,0.01923077,0.36650992,0.37188742,0.40989457,0.40288140,0.41955820,0.42748372,0.43599096,0.29979075,0.44182706,0.41243680,0.40502020,0.28758502,0.40804790,0.35985855,0.40316888,0.47918823,0.17715098,0.75720523,0.32698520,0.30523759,-1,-1,-1,-1
0.00703369,0.00031533,0.02176338,0.00093032,0.00678922,0.49172577,0.01307190,0.01923077,0.36715667,0.36852937,0.41112545,0.41063322,0.41916380,0.43753328,0.44473240,0.31108009,0.43658696,0.38438612,0.37628320,0.29459304,0.38161814,0.37522306,0.39782144,0.46763021,0.19269292,0.76688094,0.30541520,0.30190687,-1,-1,-1,-1
0.00516278,0.00000000,0.01605054,0.00055948,0.00524107,0.49172577,0.01307190,0.01923077,0.37102474,0.36128243,0.41487526,0.41413565,0.41171867,0.44268303,0.45314435,0.30921297,0.44670982,0.38118371,0.36914655,0.29958259,0.37778159,0.38331853,0.40160066,0.45811429,0.18645025,0.75821483,0.31055897,0.29139934,-1,-1,-1,-1
0.00000000,0.00272015,0.00000000,0.00045632,0.00481007,0.49172577,0.01307190,0.01923077,0.38404441,0.35318818,0.40707355,0.40450414,0.41865958,0.44059121,0.45040921,0.31173654,0.45344343,0.38203332,0.36246970,0.29883543,0.37385853,0.38507553,0.40067248,0.44967158,0.18874627,0.76435091,0.30773424,0.28398324,-1,-1,-1,-1
0.00105543,0.00364300,0.00327702,0.00045983,0.00482479,0.49172577,0.01307190,0.01923077,0.37397331,0.32452241,0.39707236,0.38732994,0.39556647,0.42132445,0.44915085,0.29862733,0.47788511,0.39364520,0.35691998,0.29285008,0.36580287,0.38235187,0.39477818,0.44413027,0.17957973,0.77096387,0.29970635,0.27903512,-1,-1,-1,-1
0.00459467,0.00532591,0.01473850,0.00011119,0.00336988,0.49172577,0.01307190,0.00961538,0.37476342,0.31208689,0.40933672,0.40080809,0.39713568,0.41104962,0.46201153,0.28911338,0.49703015,0.40124295,0.34580302,0.28466402,0.35463958,0.37835174,0.38489010,0.44228496,0.18364265,0.75548548,0.30414489,0.27022513,-1,-1,-1,-1
0.01137394,0.00554538,0.03714904,0.00000000,0.00290555,0.49172577,0.00653595,0.00961538,0.36669554,0.30590703,0.42550617,0.41881491,0.38875412,0.40679807,0.47454217,0.28331116,0.49287692,0.38363425,0.33539509,0.28940465,0.35248349,0.38341944,0.38618949,0.43786101,0.15485164,0.78584698,0.30469238,0.27224788,-1,-1,-1,-1
