Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.02824406,0.02575507,0.07623808,0.01177253,0.00026561,0.54861111,0.01923077,0.03448276,0.40229540,0.21621374,0.39242342,0.34988340,0.49987263,0.24601526,0.37931183,0.36168268,0.47027939,0.46354588,0.50694174,0.24052700,0.50082609,0.18709234,0.36322041,0.58675754,0.36684738,0.82263464,0.33871712,0.33473704,-1,-1,-1,-1
0.03003018,0.02207103,0.07918185,0.01336094,0.00292975,0.54861111,0.03846154,0.00000000,0.27913651,0.21628218,0.28623977,0.24491325,0.40192179,0.26706567,0.25622122,0.33843196,0.39357257,0.40994357,0.46275434,0.29041542,0.46853086,0.25247946,0.37378443,0.61287976,0.36430603,0.88830256,0.34022182,0.26595692,-1,-1,-1,-1
0.01478089,0.00929012,0.04512400,0.00721789,0.00265549,0.55555556,0.03846154,0.00000000,0.30655546,0.22396922,0.24858350,0.21539922,0.42478278,0.28086379,0.29616304,0.33608583,0.39866565,0.41541522,0.32464588,0.32160984,0.33986376,0.31867703,0.33465573,0.55892092,0.33325783,0.75671650,0.39817270,0.18467995,-1,-1,-1,-1
0.00270829,0.01551885,0.02033984,0.00032886,0.00076000,0.54861111,0.03846154,0.00000000,0.35993247,0.31736224,0.31644432,0.26883960,0.48028811,0.37784627,0.34211707,0.38605323,0.48891316,0.48029514,0.33407858,0.33491643,0.36520928,0.36760505,0.37451387,0.54168513,0.56343336,0.60283417,0.49080771,0.33815729,-1,-1,-1,-1
0.01050457,0.03159935,0.02161169,0.01728035,0.00122050,0.55555556,0.03846154,0.00000000,0.31632723,0.33051571,0.34832006,0.27166362,0.41051234,0.37015891,0.31947816,0.37111503,0.50011718,0.53515516,0.36551924,0.37029722,0.38539186,0.39991895,0.42163304,0.53002807,0.66648041,0.45653538,0.55608672,0.43816374,-1,-1,-1,-1
0.04338080,0.03611887,0.02346409,0.05852935,0.00812002,0.54861111,0.03846154,0.00000000,0.27092280,0.32942124,0.36385372,0.27208821,0.34943927,0.32978267,0.26006594,0.35418974,0.47482132,0.51446884,0.46352143,0.33107180,0.46982131,0.37609512,0.47300403,0.48611258,0.76679605,0.40968311,0.49697472,0.40672054,-1,-1,-1,-1
0.06628108,0.01102310,0.07309429,0.07139615,0.01424043,0.55555556,0.03846154,0.00000000,0.41000973,0.40927646,0.56529534,0.51462614,0.43398625,0.39605502,0.50668660,0.51227176,0.44252133,0.52957062,0.57109749,0.33918497,0.58137901,0.36266788,0.52890085,0.54179454,0.85828677,0.37189982,0.48208131,0.43196479,-1,-1,-1,-1
0.08418376,0.02581090,0.17861427,0.05534230,0.01079937,0.55555556,0.01923077,0.03448276,0.61773586,0.42111988,0.67136504,0.66249775,0.59117994,0.38453688,0.68264461,0.61747744,0.49191967,0.55191122,0.63796381,0.31715154,0.70678375,0.32340965,0.55471181,0.58067530,0.89989421,0.25899833,0.47943480,0.40081069,-1,-1,-1,-1
0.08199006,0.03033560,0.12184684,0.07064369,0.00484445,0.56250000,0.00000000,0.00000000,0.77252484,0.46196056,0.77794541,0.79876494,0.69156099,0.41956833,0.80494122,0.69623962,0.55383686,0.62366915,0.65217716,0.28736981,0.75625291,0.27749202,0.53240797,0.61714410,0.91286454,0.20143731,0.54476912,0.46646632,-1,-1,-1,-1
0.08030073,0.02685120,0.03209013,0.10560924,0.00601062,0.56250000,0.00000000,0.00000000,0.81711912,0.48162471,0.74627563,0.74611316,0.72982977,0.41339720,0.70991514,0.63562537,0.59154535,0.65298528,0.67957506,0.28023270,0.82221656,0.23983264,0.55526477,0.55578057,0.82010201,0.21113546,0.64904909,0.45696779,-1,-1,-1,-1
